childId,childName,parentId,parentName
10281,Seaton - non-specific,115,"UK cities, towns and villages"
9916,Cascata delle Marmore,111,natural features (non-UK)
6031,gorilla costume,153,dress: fantasy/fancy
7852,St Thomas Becket,136,Saints
7850,"Becket, St Thomas, Archbishop",102,named individuals
7849,"St Thomas Becket, murder, 29 Dec 1170",39,religious
11425,tunic,88,clothing and personal effects
11514,River Cennen,112,UK natural features
19709,advertising column,28,"townscapes, man-made features"
4071,Nick,102,named individuals
14111,"Niederlahnstein, St John's Church",107,"cities, towns, villages (non-UK)"
11722,"Kirkwall, Bishop's Palace",115,"UK cities, towns and villages"
10222,Château de Chambord,8407,man-made landmarks (non-UK)
18517,"Jeanneret, Charles Edward, 'Le Corbusier',",102,named individuals
11905,Grottaferrata,107,"cities, towns, villages (non-UK)"
17141,"Wilde, Oscar, 'Salome'",58,literature (not Shakespeare)
4973,"Bonham Carter, Charlotte, Lady",102,named individuals
4974,"Wickham, Charlotte",102,named individuals
14039,Kirsch,107,"cities, towns, villages (non-UK)"
12993,golf course,23,places of entertainment
12994,golf,54,sport
11406,North Berwick,115,"UK cities, towns and villages"
9689,Villeneuve-lès-Avignon,107,"cities, towns, villages (non-UK)"
9710,Ile de la Barthelasse,111,natural features (non-UK)
8596,"Raworth, Tom",102,named individuals
10666,Virgil,56,classical
10971,"Trematon, Trematon Castle",115,"UK cities, towns and villages"
8316,"Venice, Hotel Europa",107,"cities, towns, villages (non-UK)"
3695,caravan,160,transport: land
16546,"Eridge Green, Eridge Castle",115,"UK cities, towns and villages"
27028,"Rome, Palazzo Colonna",107,"cities, towns, villages (non-UK)"
14190,Wasserburg am Inn,107,"cities, towns, villages (non-UK)"
12418,"book, Mazur, T. et al., 'We Have Not Forgotten'",174,"reading, writing, printed matter"
12419,"Poland, German Occupation, 1939-45",37,military: World War II
17474,"Diederichsen, Diedrich",102,named individuals
16153,Raynes,102,named individuals
12611,"Appleby-in-Westmorland, Bargate Mill",115,"UK cities, towns and villages"
15936,narcissism,31,emotions and human qualities
852,condom,88,clothing and personal effects
8480,nail varnish,88,clothing and personal effects
850,tampon,88,clothing and personal effects
10215,baboon,67,animals: mammals
25194,"Cobham, Cobham Hall",115,"UK cities, towns and villages"
14863,Stourhead,8285,UK man-made landmarks
8152,Brignall,115,"UK cities, towns and villages"
12500,"Wycliffe, Wycliffe Hall",115,"UK cities, towns and villages"
18295,"newspaper, 'La Opinion'",174,"reading, writing, printed matter"
18296,"newspaper, 'La Prensa'",174,"reading, writing, printed matter"
18297,"newspaper, 'la Razon'",174,"reading, writing, printed matter"
3966,"psychology, Freud",149,"education, science and learning"
17666,"psychology, Klein",149,"education, science and learning"
17667,"Brancusi, Constantin, sculpture, 'The Beginning of the World', c. 1920",10639,"fine art and design, named works"
18427,"Freud, Sigmund, 'The Uncanny'",58,literature (not Shakespeare)
12985,"Thomas, James Havard",102,named individuals
4474,Psyche,141,classical myths: gods and heroes
17502,weight,6729,formal qualities
3965,viscera,93,body
10884,"Bloomsbury, St George's Church",9301,UK London
15214,Ivrea,107,"cities, towns, villages (non-UK)"
26554,"Knaresborough, St John the Baptist Church",115,"UK cities, towns and villages"
8705,"Saint-Just, Louis Antoine Léon de",102,named individuals
6446,Daedalus,141,classical myths: gods and heroes
17176,"Wykham, Lord",102,named individuals
16315,butler,119,domestic
17177,"Goodwood, Goodwood Race Course",115,"UK cities, towns and villages"
11170,justice,158,social comment
8532,hippopotamus,67,animals: mammals
3280,"Paris, Pont des Arts",107,"cities, towns, villages (non-UK)"
3082,"instrument, organ",80,fine arts and music
16875,"Gaitskell, Hugh",102,named individuals
6102,"Walker, Arthur, Mrs",102,named individuals
13981,mortality - sunset,164,birth to death
13980,"'Temeraire', decommissioning, Sep 1838",35,military
25141,"ship, warship, 'HMS Temeraire'",161,transport: water
9918,"Upnor, Upnor Castle",115,"UK cities, towns and villages"
17917,Halloween,6927,lifestyle and culture
16990,"Wordsworth, William",102,named individuals
16996,"Rogers, Samuel",102,named individuals
16983,"Mackintosh, James",102,named individuals
16993,"Jeffrey, Francis",102,named individuals
16989,"Southey, Robert",102,named individuals
16984,"Landsdowne, Henry Petty-Fitzmaurice, 3rd Marquis of",102,named individuals
16985,"Sheridan, Richard Brinsley",102,named individuals
16988,"Coleridge, Samuel Taylor",102,named individuals
16994,"Stothard, Thomas",102,named individuals
16995,"Lawrence, Thomas",102,named individuals
16987,"Smith, Sydney",102,named individuals
16701,"Byron, George Gordon Byron, 6th Baron",102,named individuals
16998,"Aretino, Spinello, fresco",10639,"fine art and design, named works"
16999,"Michelangelo, maquette, 'Lorenzo de' Medici'",10639,"fine art and design, named works"
16997,"Roubiliac, Louis-François, sculpture, 'Alexander Pope'",10639,"fine art and design, named works"
21121,Nigerian,183,nationality
21122,"Fosso, Samuel",102,named individuals
9846,"Framlingham, Framlingham Castle",115,"UK cities, towns and villages"
4148,"Boughton-Leigh, Chloë",102,named individuals
12164,Christmas tree,169,religious and ceremonial
8609,record player,81,electrical appliances
8140,Meulan,107,"cities, towns, villages (non-UK)"
11570,"Kirkwall, Cathedral of St Magnus",115,"UK cities, towns and villages"
3530,"Watts, George Frederic",102,named individuals
12186,"Raphael, painting, 'Pope Julius II'",10639,"fine art and design, named works"
15333,"York and Albany, Edward Augustus, Duke of",102,named individuals
10411,"Rome, Porta Pia",107,"cities, towns, villages (non-UK)"
25887,Pont-y-Glyn,8285,UK man-made landmarks
17692,"Warhol, Andy, painting, 'Marilyn Diptych', 1962",10639,"fine art and design, named works"
12885,Calder Bridge,115,"UK cities, towns and villages"
26640,Hall Beck Gill,112,UK natural features
8217,"Barnard Castle, Barnard Castle",115,"UK cities, towns and villages"
4553,Byam Shaw School of Art,9301,UK London
17909,accident,30,universal concepts
19552,skates,285,sports and games
19553,"Hampstead, Hampstead Heath, White Stone Pond",9301,UK London
15322,"newspaper, 'Star, The'",174,"reading, writing, printed matter"
15513,Kenmore,115,"UK cities, towns and villages"
7127,witch,138,magic and occultism
17586,Dingwall. Novar Estate,115,"UK cities, towns and villages"
7068,Dymchurch,115,"UK cities, towns and villages"
4950,chandelier,85,heating and lighting
10170,Capesthorne Hall,8285,UK man-made landmarks
15427,"Beaton, Cecil, 'Death in Haarlem'",10639,"fine art and design, named works"
6975,Rezzonico,107,"cities, towns, villages (non-UK)"
10880,Whitbarrow Scar,112,UK natural features
10689,Tongue Bay,112,UK natural features
18369,"'Madonna of Czestochowa', sculpture",10639,"fine art and design, named works"
18368,"'Man of Sorrows', sculpture",10639,"fine art and design, named works"
6958,"Cleveland, W.H. Vane, 3rd Earl of Darlington and 1st Duke of",102,named individuals
6961,Raby Hunt members,103,named groups
4096,"Reichardt, Jasia",102,named individuals
4097,"Reichardt, Tony",102,named individuals
10674,"Cohen, Bernard, painting",10639,"fine art and design, named works"
18698,"Edinburgh, Canongate 179, Richard Demarco Gallery",115,"UK cities, towns and villages"
11961,"Rome, Tomb of Caecilia Metella",107,"cities, towns, villages (non-UK)"
18179,cardigan,88,clothing and personal effects
17094,"Fry, Norah Ellen, Sister",102,named individuals
9428,midwife,127,medical
15577,female sexual organs - paleolithic symbols,848,gender
17727,Marx Brothers,103,named groups
18841,"exhibition: 'Myths and Ten Portraits of Jews of the 20th Century', The Fine Arts Center, Nashville, 1982",18725,arts
17729,"Marx, Arthur, 'Harpo'",102,named individuals
14535,"Marx, Julius Henry, 'Groucho'",102,named individuals
17728,"Marx, Leonard, 'Chico'",102,named individuals
18138,"Nashville, Cheekwood Botanical Gardens and Museum of Art",107,"cities, towns, villages (non-UK)"
18962,"Baden-Baden, Kaiser-Wilhelm-Strasse 1",107,"cities, towns, villages (non-UK)"
5570,"Stuart, Gilbert",102,named individuals
9692,Jupiter,69,astronomy
11491,White Castle,8285,UK man-made landmarks
28546,"Cuyp, Aelbert",102,named individuals
12295,arsenal,46,workspaces
13608,"Hanbury, RAF Fauld",115,"UK cities, towns and villages"
7815,Caernarfon - non-specific,115,"UK cities, towns and villages"
13088,"Linnell, John",102,named individuals
12056,"Rimini, Arch of Augustus",107,"cities, towns, villages (non-UK)"
12057,San Marino,108,countries and continents
8586,"King, Philomena",102,named individuals
16100,Isle of Mingulay,112,UK natural features
13559,"Milan, Piazza Fontana",107,"cities, towns, villages (non-UK)"
3519,Trewidden,115,"UK cities, towns and villages"
14051,"Bernkastel-Kues, St Nicholas's Hospital",107,"cities, towns, villages (non-UK)"
3238,Stockholm - non-specific,107,"cities, towns, villages (non-UK)"
14440,"Bartle, Anita",102,named individuals
13992,Fates,141,classical myths: gods and heroes
11937,dolphin,65,animals: fish and aquatic life
18727,"organisation: Free International University, 1973-1988",18725,arts
18708,"Pescara, Fondazione per la Rinascita dell'Agricoltura, Via Delle Caserme",107,"cities, towns, villages (non-UK)"
7860,"Sutton Coldfield, The Rookery",115,"UK cities, towns and villages"
14436,Cuba,108,countries and continents
21157,"book, 'architectural drawing'",174,"reading, writing, printed matter"
17599,Havana - non-specific,107,"cities, towns, villages (non-UK)"
17885,"revolution: Cuban Revolution, 1959",38,politics and society
5764,"Preece, Patricia",102,named individuals
5677,"Spencer, Stanley, Sir",102,named individuals
15127,"Mainz, Gutenberg House",107,"cities, towns, villages (non-UK)"
15122,"Mainz, Mainz Cathedral",107,"cities, towns, villages (non-UK)"
16711,River Yonne,111,natural features (non-UK)
11318,Joigny,107,"cities, towns, villages (non-UK)"
11194,aircraft,89,toys and models
15604,"Rinke, Klaus",102,named individuals
19704,"hat, beret",88,clothing and personal effects
16297,"Turk, Gavin",102,named individuals
5983,"Rich, Alfred",102,named individuals
10569,"John, chapter 5",134,Bible: New Testament
6538,"D-Day, 6 June 1944",37,military: World War II
17280,"Wapping, London Docks",9301,UK London
8574,diary,174,"reading, writing, printed matter"
3512,Polish,183,nationality
17003,"Paderewski, Ignacy Jan",102,named individuals
12293,Father Christmas,57,"tales, legends and traditional"
7340,"O'Neill, Neil, Sir",102,named individuals
7341,chieftain,869,royalty and social rank
7342,"dog, Irish wolfhound",67,animals: mammals
7343,chieftain's dress,151,dress: ceremonial/royal
6783,"philosophy, Eastern",149,"education, science and learning"
15323,coma,178,diseases and conditions
11342,Criccieth - non specific,115,"UK cities, towns and villages"
19621,"Kraus, Karl",58,literature (not Shakespeare)
12421,Rasputin,102,named individuals
19622,black magic,138,magic and occultism
10725,"'Apollo Belvedere', sculpture",10639,"fine art and design, named works"
14184,"Munich, Karlstor",107,"cities, towns, villages (non-UK)"
14185,"Munich, Sendlinger Tor",107,"cities, towns, villages (non-UK)"
9405,comedy,53,music and entertainment
6216,Lot's wife - pillar of salt,165,religious
6214,Sodom,110,"mythical, religious, fictional"
15360,Destruction of Sodom,135,Bible: Old Testament
15359,"Genesis, chapter 19",135,Bible: Old Testament
6215,Lot,135,Bible: Old Testament
2325,familiar,138,magic and occultism
12918,"MacDonald, George, 'At the Back of the North Wind'",58,literature (not Shakespeare)
9682,Luzarches,107,"cities, towns, villages (non-UK)"
813,diarchy,155,government and politics
7433,bamboo,72,plants and flowers
15754,speed,30,universal concepts
9757,"Nîmes, Jardin de la Fontaine",107,"cities, towns, villages (non-UK)"
488,moss,72,plants and flowers
17063,"Genesis, chapter 16",135,Bible: Old Testament
17064,Hagar,135,Bible: Old Testament
17065,Ishmael,135,Bible: Old Testament
17062,"politics: Israel, foundation, 1948",38,politics and society
8016,Monte Gennaro,111,natural features (non-UK)
14519,Bosham,115,"UK cities, towns and villages"
11083,"Warkworth, St Lawrence's Church",115,"UK cities, towns and villages"
8371,"Venice, Ponte Ca'di Dio",107,"cities, towns, villages (non-UK)"
12269,Utrecht - non-specific,107,"cities, towns, villages (non-UK)"
8773,Champtoceaux,107,"cities, towns, villages (non-UK)"
15205,"Berlin, Pariser Platz",107,"cities, towns, villages (non-UK)"
4854,Bath - non-specific,115,"UK cities, towns and villages"
16438,circus,23,places of entertainment
16439,"Islington, Royal Agricultural Hall",9301,UK London
18187,Raglan - non specific,115,"UK cities, towns and villages"
14804,Roman invasion / occupation of Britain,34,classical
16527,gantry,86,tools and machinery
17973,zinc,287,miscellaneous
651,cooling tower,19,industrial
18385,"Copenhagen, Strandgaade 30",107,"cities, towns, villages (non-UK)"
14736,Mountains of Moab,111,natural features (non-UK)
14735,Jordan,108,countries and continents
12312,"Creeley, Robert",102,named individuals
14734,"Wertheimer, Edward",102,named individuals
13232,"exploration: Apollo moon landings, 1969-72",38,politics and society
3058,bolt,86,tools and machinery
15093,Arnsdorf,107,"cities, towns, villages (non-UK)"
15090,"Grein, Greinburg",107,"cities, towns, villages (non-UK)"
15094,Spitz - non-specific,107,"cities, towns, villages (non-UK)"
9521,high chair,82,furnishings
7754,Presentation in the Temple,134,Bible: New Testament
7753,Simeon,134,Bible: New Testament
17440,Berdyansk,107,"cities, towns, villages (non-UK)"
17439,Russian text,166,inscriptions
14816,canary,62,animals: birds
14815,"Hammersmith, The Hampshire Hog",9301,UK London
12341,"magazine, 'Transition'",174,"reading, writing, printed matter"
10710,"Watteau, painting, 'Les Plaisirs du Bal'",10639,"fine art and design, named works"
7015,"Watteau, Antoine",102,named individuals
7014,"Fresnoy, Charles Alphonse du, 'De Arte Graphica'",58,literature (not Shakespeare)
11625,Durness,115,"UK cities, towns and villages"
6897,"Towton, Battle, 29 Mar 1461",35,military
6899,Tadcaster,115,"UK cities, towns and villages"
6898,"Henry VI, King",102,named individuals
13681,Monterde,107,"cities, towns, villages (non-UK)"
15777,"Paladino, Mimmo",102,named individuals
12701,River Deben,112,UK natural features
9239,Solway Moss,112,UK natural features
18439,"Stein, Gertrude",102,named individuals
8854,"Venice, Ponte della Guerra",107,"cities, towns, villages (non-UK)"
7663,Belgian,183,nationality
8496,"flag, Belgium",169,religious and ceremonial
28549,Molina - non-specific,107,"cities, towns, villages (non-UK)"
29352,"Pompeii, Street of Tombs, Schola Tomb of Mamia",107,"cities, towns, villages (non-UK)"
9860,"Conwy, Plas Mawr",115,"UK cities, towns and villages"
10399,Bethlehem,110,"mythical, religious, fictional"
25146,"ship, warship, 'Fougeuex'",161,transport: water
25147,"ship, warship, 'Redoutable'",161,transport: water
12432,pawnbroker,24,public and municipal
15052,Freyenstein Castle,8407,man-made landmarks (non-UK)
15044,Ybbs,107,"cities, towns, villages (non-UK)"
3367,"Leighton, Robert, 5th Bt",102,named individuals
17320,"Dieppe, Chateau d'Auppegard",107,"cities, towns, villages (non-UK)"
13077,Habsburg - non-specific,107,"cities, towns, villages (non-UK)"
13900,Lady's Rock,112,UK natural features
13570,Sound of Mull,112,UK natural features
15020,"Sickert, Walter Richard, painting, 'Lady Martin'",10639,"fine art and design, named works"
14376,"Tennyson, Alfred, Lord, 'Mariana'",58,literature (not Shakespeare)
16333,Mariana,716,characters
11474,"Rupert, Prince",102,named individuals
11475,"York, James, Duke of",102,named individuals
12287,"Richmond, Richmond Park",9301,UK London
3466,hypothermia,178,diseases and conditions
26986,"Nepi, Rocca dei Borgia",107,"cities, towns, villages (non-UK)"
14286,"Claudel, Paul",102,named individuals
6715,"Italy, Abruzzi",108,countries and continents
19609,Oceanus,110,"mythical, religious, fictional"
19610,Tethys,141,classical myths: gods and heroes
7629,Dorking - non-specific,115,"UK cities, towns and villages"
8723,"Paris, Cluny Museum",107,"cities, towns, villages (non-UK)"
10883,Hartland,115,"UK cities, towns and villages"
7674,"Stoke Poges, St Giles's Church",115,"UK cities, towns and villages"
4173,"book, Withers, George, 'Emblemes'",174,"reading, writing, printed matter"
10624,Locarno,107,"cities, towns, villages (non-UK)"
15489,"book, Proust, Marcel, 'À la recherche du temps perdu'",174,"reading, writing, printed matter"
15488,"book, Scharf, Aaron, 'Art and Photography'",174,"reading, writing, printed matter"
10700,"Piero della Francesca, painting, 'Baptism of Christ', c. 1448-1450",10639,"fine art and design, named works"
5707,"Hockney, Kenneth",102,named individuals
10747,"Abrahams, Ivor, sculpture, 'Retreat'",10639,"fine art and design, named works"
9837,"Portchester, Portchester Castle",115,"UK cities, towns and villages"
19448,Celtic mythology,57,"tales, legends and traditional"
19527,Finn MacCool,716,characters
14414,Cajamarca,107,"cities, towns, villages (non-UK)"
1299,"exploration: South America, 16th c.",38,politics and society
14423,"Cajamarca, massacre of Incas, 16 Nov 1532",35,military
14412,Atahualpa,102,named individuals
8173,"Pizarro, Francisco",102,named individuals
13296,"Rushton, Triangular Lodge",115,"UK cities, towns and villages"
17254,"Van Dyck, Anthony, painting, 'Queen Henrietta Maria'",10639,"fine art and design, named works"
17253,"Beckford, Francis",102,named individuals
1237,Barmouth Estuary,112,UK natural features
1238,Arthog,115,"UK cities, towns and villages"
4655,Tahiti,108,countries and continents
19447,bub,86,tools and machinery
7384,"Ingram, Catherine Milcah",102,named individuals
7383,"Woodhull, Catherine Milcah",102,named individuals
10842,Gorran Haven,115,"UK cities, towns and villages"
8147,Brightling,115,"UK cities, towns and villages"
11729,Rosehill Park,8285,UK man-made landmarks
4292,Turkish,183,nationality
3878,music stand,80,fine arts and music
5139,"Brive-la-Gaillarde, Place de Théâtre",107,"cities, towns, villages (non-UK)"
14333,"Gray, John",102,named individuals
12323,"Auden, W.H.",102,named individuals
8450,ocelot,67,animals: mammals
14566,Moselweiss,107,"cities, towns, villages (non-UK)"
9374,Marcelle,102,named individuals
17549,"book, Melville, Herman, 'La Véranda'",174,"reading, writing, printed matter"
17548,"book, Melville, Herman, 'The Piazza Tales'",174,"reading, writing, printed matter"
11388,"Helmsley, Helmsley Castle",115,"UK cities, towns and villages"
12542,"Cotherstone, Cotherstone Castle",115,"UK cities, towns and villages"
12541,Middleton in Teesdale,115,"UK cities, towns and villages"
3274,"drink, coffee",286,food and drink
10232,"Acts, chapter 12",134,Bible: New Testament
1022,'Romeo and Juliet',59,Shakespeare
4024,trance,178,diseases and conditions
1819,Juliet,716,characters
13991,Bennett family,101,named families
9563,Rolleboise,107,"cities, towns, villages (non-UK)"
15642,"Gosse, Irene, 'A Florilege Chosen from the Old Herbals'",58,literature (not Shakespeare)
9338,mistletoe,72,plants and flowers
16708,Servoz,107,"cities, towns, villages (non-UK)"
16706,Tour de Saint-Michel,8407,man-made landmarks (non-UK)
16707,Montées Pelissier,111,natural features (non-UK)
12970,mathematical symbol,166,inscriptions
16381,"Ystradgynlais, The Miner's Arms",115,"UK cities, towns and villages"
9443,Troilus,141,classical myths: gods and heroes
10957,"book, Chaucer, Geoffrey, 'Troilus and Criseyde'",174,"reading, writing, printed matter"
14623,"Nuremberg, St Lawrence's Church",107,"cities, towns, villages (non-UK)"
16029,windchime,287,miscellaneous
16596,escapism,31,emotions and human qualities
13189,dentures,171,medical
12462,"Eliot, T.S., 'The Waste Land'",58,literature (not Shakespeare)
12105,Sychnant Pass,112,UK natural features
8509,"fruit, pepper",286,food and drink
18309,"Goya, Francisco, prints",10639,"fine art and design, named works"
25502,"Strigel, Bernhard",102,named individuals
8027,people,162,symbols & personifications
8033,"Van Gogh, Vincent - hair swirls",8027,people
9792,Bellagio,107,"cities, towns, villages (non-UK)"
3510,"Brodzky, Horace",102,named individuals
16330,nipple,93,body
13694,"Marinasco, S. Maria del Mare",107,"cities, towns, villages (non-UK)"
11061,"Bristol, St Mary Redcliffe Church",115,"UK cities, towns and villages"
16059,grafting,117,agriculture and fishing
17595,"Havana, Metropolitan Building",107,"cities, towns, villages (non-UK)"
15933,"Kafka, Franz, 'Metamorphosis'",58,literature (not Shakespeare)
3899,hook,86,tools and machinery
7781,"Mondane, Hotel du Lion d'Or",107,"cities, towns, villages (non-UK)"
12810,"Barry, Dykes",102,named individuals
15896,"Brontë, Charlotte, 'Jane Eyre'",58,literature (not Shakespeare)
11394,"Morpeth, Morpeth Castle",115,"UK cities, towns and villages"
15592,"vegetable, butternut squash",286,food and drink
14371,fall of angels,135,Bible: Old Testament
10794,"Dornie, Eilean Donan Castle",115,"UK cities, towns and villages"
10652,Loch Alsh,112,UK natural features
6747,Cleopatra,102,named individuals
17010,"Woodford, Claybury Mental Hospital",115,"UK cities, towns and villages"
17009,"Hennell, Thomas, 'The Witnesses'",58,literature (not Shakespeare)
8300,"Rome, Claudian Aqueduct",107,"cities, towns, villages (non-UK)"
29451,River Clitumnus,111,natural features (non-UK)
1613,disbelief,31,emotions and human qualities
18195,"Bayer, Herbert",102,named individuals
10341,"Mayen, Genovevaburg",107,"cities, towns, villages (non-UK)"
10342,Eifel,111,natural features (non-UK)
15522,River Bran,112,UK natural features
18562,"psychology, Rorschach",149,"education, science and learning"
18561,"Adams, Marie",102,named individuals
5999,"Bolton, Charles Paulet, 3rd Duke of",102,named individuals
6001,lust - satyr,163,emotional states and conditions
15490,Lincoln's Inn Fields Theatre,9301,UK London
22943,"opera: Gay, John, 'The Beggar's Opera'",10058,"film, music and ballet"
20237,alignment,6729,formal qualities
12696,Pygmalion's statue,181,"classical myths: events, themes"
10028,air steward / stewardess,180,trading and commercial
17956,vitality,31,emotions and human qualities
17957,life - red,164,birth to death
18535,pod,72,plants and flowers
10680,"Klein, Yves, painting",10639,"fine art and design, named works"
14565,Oberfell,107,"cities, towns, villages (non-UK)"
5927,counter,82,furnishings
4080,tobacconist,180,trading and commercial
15957,tobacco,88,clothing and personal effects
4078,Alexandria,109,historical: imagined views
3760,"Eleanor, Queen of Henry II",102,named individuals
3756,"Swinburne, Algernon Charles, 'Rosamund'",58,literature (not Shakespeare)
10115,thread,83,domestic
13497,camp,26,residential
11809,"Venice, San Bartolomeo",107,"cities, towns, villages (non-UK)"
17832,"Belfast, Andersontown",115,"UK cities, towns and villages"
3190,County Antrim,114,UK counties
17831,roundabout,28,"townscapes, man-made features"
12888,Cockermouth - non-specific,115,"UK cities, towns and villages"
2921,turkey,62,animals: birds
16412,foot,64,animals: features
16413,chinese lantern,72,plants and flowers
9656,chorister,120,religious
12986,"fruit, plum",286,food and drink
5924,ice lolly,286,food and drink
5923,lipstick,88,clothing and personal effects
5925,plug,81,electrical appliances
5926,switch,81,electrical appliances
12096,Peak Cavern,112,UK natural features
9988,"Paulhan, Jean, 'Les Hain-Teny'",58,literature (not Shakespeare)
5897,"Switzerland, Graubünden",108,countries and continents
6671,Qal'a of the Banu Hammad,107,"cities, towns, villages (non-UK)"
11428,"magazine, 'The Sentimental Magazine'",174,"reading, writing, printed matter"
8071,nature - woman,8026,nature
11427,"Granby, John Manners, Marquis of",102,named individuals
11167,justice - woman with sword and scales,8024,society
13883,North Foreland Lighthouse,8285,UK man-made landmarks
17794,fashion designer,118,arts and entertainment
21328,"Hockney, David, painting, 'Red Celia'",10639,"fine art and design, named works"
19496,ear,64,animals: features
7326,"America, South",108,countries and continents
16600,Eldorado,110,"mythical, religious, fictional"
28468,"Naples, Ponte della Sanità",107,"cities, towns, villages (non-UK)"
27089,Isola Tiberina,111,natural features (non-UK)
6076,"poultry, turkey",286,food and drink
7784,Homer,56,classical
14779,"Wheeler, Robin",102,named individuals
19150,"exhibition: 'Joseph Beuys, Kleine Tekeningen', Van Reekum Museum, Apeldorn, 1995-96",18725,arts
18984,"Apeldoorn, Van Reekum Museum",107,"cities, towns, villages (non-UK)"
14438,mammal - non-specific,67,animals: mammals
6860,mimosa,72,plants and flowers
7039,"painting, miniature",80,fine arts and music
9941,"death: Duc d'Enghien, execution, 21 Mar 1804",38,politics and society
9940,"d'Enghien, Louis-Antoine-Henri de Bourbon-Condé, duc",102,named individuals
6316,"Genesis, chapter 28",135,Bible: Old Testament
10943,"book, Barlow, Francis, 'Birds and Fowles of Various Species'",174,"reading, writing, printed matter"
19342,"event: film screening, 'Filme von/mit/über Beuys', Naturkundemuseum im Ottoneum, Kassel, 1985",18725,arts
19343,"Kassel, Steinweg 2, Naturkundemuseum Ottoneum",107,"cities, towns, villages (non-UK)"
10191,stethoscope,171,medical
7264,surgical instrument,171,medical
15994,Sevenoaks - non-specific,115,"UK cities, towns and villages"
16424,calculator,81,electrical appliances
11048,"St David's, St David's Cathedral",115,"UK cities, towns and villages"
18426,"Fontana, Lucio",10639,"fine art and design, named works"
18606,"revolution: Mexican Revolution, 1910-1920",38,politics and society
18605,"Galván, Manuel Hernandez",102,named individuals
10378,"Longeray, Fort l'Ecluse",107,"cities, towns, villages (non-UK)"
5944,"Goethe, Johann Wolfgang von - non-specific",58,literature (not Shakespeare)
16180,dog biscuit,286,food and drink
4124,"Indian Mutiny, 1857-8",35,military
15792,"Lucknow, Relief, 1857",35,military
15790,litter,160,transport: land
7420,Lucknow,107,"cities, towns, villages (non-UK)"
15791,"Clyde, Colin Campbell, 1st Baron",102,named individuals
14015,"Taylor, Elizabeth",102,named individuals
13519,"Jones, Allen, sculpture, 'Hatstand'",10639,"fine art and design, named works"
16137,River Barle,112,UK natural features
16136,Withypool,115,"UK cities, towns and villages"
11526,High Renaissance - Raphael,8024,society
10723,"Raphael, painting, 'Madonna della Sedia'",10639,"fine art and design, named works"
10568,Rothenburg,107,"cities, towns, villages (non-UK)"
25888,River Ceirw,112,UK natural features
21471,"Berlin, Bernauer Strasse",107,"cities, towns, villages (non-UK)"
21216,curiosity,31,emotions and human qualities
14291,"Morland, Jacob",102,named individuals
14806,"Poniatowski, Jósef, Marshal",102,named individuals
13258,"Cranbrook, Union Mill",115,"UK cities, towns and villages"
5661,St Catherine's Point,112,UK natural features
12812,Ben Vorlich,112,UK natural features
10771,Brougham Castle,8285,UK man-made landmarks
19599,carter,117,agriculture and fishing
15580,"protests and unrest: Tolpuddle Martyrs, c.1834",38,politics and society
19600,Tolpuddle,115,"UK cities, towns and villages"
15714,Wickham Market,115,"UK cities, towns and villages"
9633,Southampton - non-specific,115,"UK cities, towns and villages"
13844,"Verona, Castel San Pietro",107,"cities, towns, villages (non-UK)"
13843,"Verona, Ponte Pietra",107,"cities, towns, villages (non-UK)"
12914,"Baiae, Temple of Venus",107,"cities, towns, villages (non-UK)"
11160,"Montale, Eugenio",58,literature (not Shakespeare)
17493,Nepal,108,countries and continents
10779,Dundee,114,UK counties
10780,Firth of Tay,112,UK natural features
10778,"Broughty Ferry, Broughty Castle",115,"UK cities, towns and villages"
26833,Palazzaccio di Strettura,8407,man-made landmarks (non-UK)
14221,Cléry-Saint-André,107,"cities, towns, villages (non-UK)"
14220,Meung-sur-Loire,107,"cities, towns, villages (non-UK)"
14634,Sulzbach,107,"cities, towns, villages (non-UK)"
6611,"Williams, Cyprian, Mrs",102,named individuals
7661,sparrow,62,animals: birds
6329,Cleombrotus,102,named individuals
6330,"Leonidas II, King of Sparta",102,named individuals
17160,"Oldbury, Darby Hill",115,"UK cities, towns and villages"
8273,"Antwerp, Collegiate Church of St Paul",107,"cities, towns, villages (non-UK)"
15835,period: 17th c.,38,politics and society
16049,Bick,102,named individuals
16048,"Sudan War, 1881",35,military
15307,"Poussin, Nicolas, painting, 'Cephalus and Aurora'",10639,"fine art and design, named works"
15309,Eos / Aurora,141,classical myths: gods and heroes
5142,Minnie Mouse,716,characters
5168,frankfurter,286,food and drink
11126,baseball,54,sport
17915,"New York, 5th Avenue",107,"cities, towns, villages (non-UK)"
18036,fencing,117,agriculture and fishing
10449,"Upton Pyne, Pynes",115,"UK cities, towns and villages"
16041,Phillipson,102,named individuals
8922,"Troyes, Porte de Pont St Georges",107,"cities, towns, villages (non-UK)"
3926,bubble,70,natural phenomena
16861,"philosophy, Engels",149,"education, science and learning"
9919,"Oxford, Oriel College",115,"UK cities, towns and villages"
11752,Temple of Jupiter-Clitumnus,8407,man-made landmarks (non-UK)
15879,"Waltham Abbey, Waltham Abbey",115,"UK cities, towns and villages"
19281,"exhibition: 'Joseph Beuys, Frauen', Stadt-Sparkasse, Düsseldorf, 1982",18725,arts
19282,"Düsseldorf, Berliner Allee 33, Sparkasse Hochhaus",107,"cities, towns, villages (non-UK)"
11896,"Murakami, Kyoko",102,named individuals
11897,"Murakami, Tomoharu",102,named individuals
