subjectId,subjectName,count
/0,"Revelation, chapter 21",52188
/0,"Reynolds, Joshua, Sir",52188
/0,"Reynolds, Joshua, Sir, painting, 'Macbeth and the Witches'",52188
/0,Rheindiebach,52188
/0,Rheineck,52188
/0,Rheingrafenstein,52188
/0,"Rheinhardt, Max, 'The Miracle'",52188
/0,"Rhodes, Cecil John",52188
/0,Rhondda Cynon Taff,52188
/0,Rhyl,52188
/0,Rhymer's Glen,52188
/0,Rhône valley,52188
/0,"Richard, Cliff",52188
/0,"Richardson, Jonathan",52188
/0,Richmond - non-specific,52188
/0,Ridley,52188
/0,"Rietveld, Gerrit, furniture design",52188
/0,Rietz,52188
/0,"Rievaulx, Rievaulx Abbey",52188
/0,"Riley, Henry",52188
/0,"Rilke, Rainer Maria, 'The Notebooks of Malte Laurids Brigge'",52188
/0,"Rimbaud, Arthur, 'Les Illuminations'",52188
/0,Rimini - non-specific,52188
/0,"Rimini, Arch of Augustus",52188
/0,"Rinke, Klaus",52188
/0,"Rio de Janeiro, Praca XV",52188
/0,Riol,52188
/0,Ripon - non specific,52188
/0,River Aire,52188
/0,River Alde,52188
/0,River Aln,52188
/0,River Alte Oder,52188
/0,River Aniene,52188
/0,River Aros,52188
/0,River Arve,52188
/0,River Arveyron,52188
/0,River Calder,52188
/0,River Cam,52188
/0,River Ceiriog,52188
/0,River Chew,52188
/0,River Cleddau,52188
/0,River Conwy,52188
/0,River Cree,52188
/0,River Dargle,52188
/0,River Deben,52188
/0,River Dee,52188
/0,River Derwent,52188
/0,River Don,52188
/0,River Dove,52188
/0,River Earn,52188
/0,River Eltz,52188
/0,River Endert,52188
/0,River Forth,52188
/0,River Frome,52188
/0,River Garry,52188
/0,River Glaslyn,52188
/0,River Great Stour,52188
/0,River Greta,52188
/0,River Helmsdale,52188
/0,River Hodder,52188
/0,River Ilz,52188
/0,River Inn,52188
/0,River Itz,52188
/0,River Kent,52188
/0,River Lesse,52188
/0,River Leven,52188
/0,River Lew,52188
/0,River Looe,52188
/0,River Loup,52188
/0,River Lynher,52188
/0,River Lyon,52188
/0,River Machno,52188
/0,River Mawddach,52188
/0,River Monnow,52188
/0,River Mosel,52188
/0,River Mugnone,52188
/0,River Mur,52188
/0,River Nahe,52188
/0,River Nieuwe Maas,52188
/0,River Nith,52188
/0,River Ouse,52188
/0,River Plym,52188
/0,River Reuss,52188
/0,River Saar,52188
/0,River Salzach,52188
/0,River Sambre,52188
/0,River Sarine,52188
/0,River Saône,52188
/0,River Seiont,52188
/0,River Severn,52188
/0,River Skell,52188
/0,River Spaarne,52188
/0,River Styx,52188
/0,River Swale,52188
/0,River Tame,52188
/0,River Taw,52188
/0,River Tay,52188
/0,River Thame,52188
/0,River Thames,52188
/0,"River Thames, Pool of London",52188
/0,River Tiber,52188
/0,River Ticino,52188
/0,River Tigris,52188
/0,River Till,52188
/0,River Trent,52188
/0,River Truro,52188
/0,River Tummel,52188
/0,River Tweed,52188
/0,River Ure,52188
/0,River Vistula,52188
/0,River Wansbeck,52188
/0,River Wensum,52188
/0,River Wey,52188
/0,River Windrush,52188
/0,River Yamuna / Jumna,52188
/0,River Yealm,52188
/0,Robert,52188
/0,Roberta,52188
/0,Roberts family,52188
/0,"Roberts, David, 'Four Fables'",52188
/0,"Roberts, Frederick Sleigh, 1st Earl",52188
/0,"Robertson, Thomas William, 'David Garrick'",52188
/0,"Robinson, Edward G.",52188
/0,Rocciamelone,52188
/0,Roche-Corbon,52188
/0,Rochers des Mottets,52188
/0,"Rochester, Rochester Castle",52188
/0,"Rochester, Rochester Cathedral",52188
/0,Rock of Ventimiglia,52188
/0,"Rodmersham, Rodmersham Green",52188
/0,"Roet, Phillipa",52188
/0,"Rogers, Mary",52188
/0,"Rogers, Samuel, 'Pleasures of Memory'",52188
/0,"Rogers, Samuel, 'Voyage of Columbus'",52188
/0,Rolandseck,52188
/0,Roman,52188
/0,Roman invasion / occupation of Britain,52188
/0,Romanesque,52188
/0,Romanian folklore,52188
/0,Rome - non-specific,52188
/0,"Rome, Capitoline Museums",52188
/0,"Rome, Claudian Aqueduct",52188
/0,"Rome, Colosseum",52188
/0,"Rome, Fontana dell'Acqua Acetosa",52188
/0,"Rome, Fontana dell’Acqua Paola",52188
/0,"Rome, Forum, Arch of Constantine",52188
/0,"Rome, Forum, Arch of Titus",52188
/0,"Rome, Forum, Temple of Castor and Pollux",52188
/0,"Rome, Galleria Santoro, 54a Via Margutta",52188
/0,"Rome, Navicella",52188
/0,"Rome, Nero's Golden House",52188
/0,"Rome, Nymphaeum of Alexander Severus",52188
/0,"Rome, Palazzo Barberini",52188
/0,"Rome, Palazzo Braschi",52188
/0,"Rome, Palazzo Colonna",52188
/0,"Rome, Palazzo Pallavicini-Rospigliosi",52188
/0,"Rome, Palazzo Pitti",52188
/0,"Rome, Palazzo Torlonia-Bolognetti",52188
/0,"Rome, Piazza del Popolo, Santa Maria de' Miracoli",52188
/0,"Rome, Piazza del Popolo, Santa Maria in Monte Santo",52188
/0,"Rome, Ponte Molle",52188
/0,"Rome, Porta Pia",52188
/0,"Rome, Porta Pinciana",52188
/0,"Rome, Porta San Lorenzo",52188
/0,"Rome, SS. Celsi e Giuliano",52188
/0,"Rome, SS. Giovanni e Paolo",52188
/0,"Rome, SS. Martina e Luca",52188
/0,"Rome, San Giovanni in Fonte",52188
/0,"Rome, San Pietro in Montorio",52188
/0,"Rome, Sant'Agnese fuori le mura",52188
/0,"Rome, Santa Maria di Loreto",52188
/0,"Rome, Temple of Antoninus and Faustina",52188
/0,"Rome, Torre San Giovanni",52188
/0,"Rome, Torre dei Milizie",52188
/0,"Rome, Via Appia Antica",52188
/0,"Rome, Villa Lante",52188
/0,"Romsey, Romsey Abbey",52188
/0,Ronciglione,52188
/0,"Roper, Margaret",52188
/0,"Rose, Frances",52188
/0,"Rosebery, Lady",52188
/0,Roselle,52188
/0,Roslin - non specific,52188
/0,"Ross, Alan and Minton, John, 'Time was away'",52188
/0,Ross-on-Wye,52188
/0,"Rossetti, Christina",52188
/0,"Rossetti, Dante Gabriel",52188
/0,"Rossetti, Gabriele",52188
/0,Rosthwaite Fell,52188
/0,"Rothenberg, Jerome, 'The 17 Horse Songs of Frank Mitchell'",52188
/0,Rothenburg,52188
/0,Rothenstein children,52188
/0,"Rothenstein, R.",52188
/0,Rotherham - non-specific,52188
/0,"Rotterdam, Westersingel 30, Galerie Van Beveren",52188
/0,Rottingdean,52188
/0,"Rouen, Pont d'Angoulême",52188
/0,"Rouen, Quai du Havre",52188
/0,"Rouen, Rouen Cathedral",52188
/0,"Rouen, St Gervais Church",52188
/0,"Roussel, Annette",52188
/0,"Roussel, Jacques",52188
/0,Royal Academicians,52188
/0,Royal Academy of Arts,52188
/0,Royal Courts of Justice,52188
/0,Royal Holloway College,52188
/0,"Ruanne, Patricia",52188
/0,"Rubens, Peter Paul, painting, 'A View of Het Steen in the Early Morning'",52188
/0,"Rubens, Peter Paul, painting, 'Minerva Protects Pax from Mars'",52188
/0,"Rubens, Peter Paul, painting, 'The Watering Place'",52188
/0,Rudbaxton,52188
/0,Rufus Castle,52188
/0,Runnymede,52188
/0,Rupert,52188
/0,"Ruralists, Brotherhood of",52188
/0,"Russell, Lydia, Lady",52188
/0,Russia,52188
/0,"Russia, Beltir",52188
/0,"Russia, Kaluzhskaya Oblast'",52188
/0,"Russia, Khakassia",52188
/0,Russian Civil War 1918-21,52188
/0,Ruth 1,52188
/0,Rutland,52188
/0,Rydal Water,52188
/0,Rüdesheim,52188
/0,Saarbrücken,52188
/0,"Saatchi, Doris",52188
/0,"Saba-Ed-Din, Prince",52188
/0,Saddleback,52188
/0,Saint Estève,52188
/0,"Saint-Cloud, Château de Saint-Cloud",52188
/0,Saint-Cyr-l'École,52188
/0,Saint-Gervais-les-Bains,52188
/0,Saint-Julien-en-Genevois,52188
/0,"Saint-Just, Louis Antoine Léon de",52188
/0,Saint-Martin-sur-Arve,52188
/0,Saint-Raphaël,52188
/0,Saint-Robert,52188
/0,Saint-Tropez - non-specific,52188
/0,"Saint-Tropez, La Maison Blanche",52188
/0,Saint-Vaast-la-Hougue,52188
/0,Saint-Vallier,52188
/0,"Saintes, Arch of Germanicus",52188
/0,"Sakiet-Sidi-Youssef, French bombing, 1958",52188
/0,"Salerno, Chiesa della Santissima Annunziata",52188
/0,Salford - non-specific,52188
/0,"Salford, Francis Terrace",52188
/0,"Salford, Grove Street",52188
/0,"Salimbeni, Ventura, fresco",52188
/0,"Salisbury, Old Market House",52188
/0,"Salisbury, St Martin's Church",52188
/0,Salome,52188
/0,Salt Hill,52188
/0,"Salter, Elizabeth",52188
/0,"Salzburg, Salzburg Cathedral",52188
/0,"Samarra, Great Mosque",52188
/0,San Gimignano,52188
/0,San Marino,52188
/0,San Vito di Cadore,52188
/0,Sandman,52188
/0,Sandwich - non-specific,52188
/0,"Sandwich, St Clement's Church",52188
/0,Sandy Haven,52188
/0,Sankt Anton am Arlberg,52188
/0,"Sansovino, Jacopo, 'Bacchus'",52188
/0,Santa Panagia,52188
/0,Sant’Eraclio,52188
/0,Saqqa family,52188
/0,"Saqqa, Kulthum",52188
/0,Saqqakhaneh,52188
/0,Sarmingstein,52188
/0,"Sarnen, Landenberg",52188
/0,Sarner See,52188
/0,Sarzana,52188
/0,"Sasaram, Mausoleum of Sher Shah",52188
/0,Satan - carving-fork,52188
/0,"Saumur, Pont de la Croix-Verte",52188
/0,Sauteurs,52188
/0,"Savoir, Miche",52188
/0,Savoy Hotel,52188
/0,Savoy Palace,52188
/0,Sawley - non-specific,52188
/0,"Sawley, Sawley Abbey",52188
/0,Scafell Pike,52188
/0,Scarborough - non-specific,52188
/0,Scarfskerry,52188
/0,"Schaffhausen, Munot",52188
/0,"Schapire, Rosa, Dr",52188
/0,Scheveningen,52188
/0,Schiehallion,52188
/0,Schloss Neuschwanstein,52188
/0,Schloss Stolzenfels,52188
/0,Schloss Weesenstein,52188
/0,"School of Avignon, painting, 'Pietà'",52188
/0,School of London painters,52188
/0,Schweich,52188
/0,Schwyz,52188
/0,Schöllenen Gorge,52188
/0,Schönburg,52188
/0,Schönbühel Castle,52188
/0,"Scilingo, Adolfo",52188
/0,"Scobel, Emily",52188
/0,Scotland,52188
/0,Scotland - thistle,52188
/0,"Scott, Jane Elizabeth",52188
/0,"Scott, Walter, Sir - non-specific",52188
/0,"Scott, Walter, Sir, 'Anna von Geierstein'",52188
/0,"Scott, Walter, Sir, 'Poetical Works'",52188
/0,"Scott, Walter, Sir, 'Rokeby'",52188
/0,"Scott, Walter, Sir, 'The Lord of the Isles'",52188
/0,"Scott, Walter, Sir, 'The Provincial Antiquities of Scotland'",52188
/0,"Scott-Ellis, Margaret, Hon.",52188
/0,"Scott-Ellis, Rosemary, Hon.",52188
/0,Scottish folklore,52188
/0,Sczecin,52188
/0,Seaton - non-specific,52188
/0,"Seaton Delaval, Seaton Delaval Hall",52188
/0,"Secker, Elizabeth",52188
/0,Seelisberg,52188
/0,"Segesta, Temple of Ceres",52188
/0,"Sekers, Alan",52188
/0,"Sellwood, Emily",52188
/0,Semur-en-Brionnais,52188
/0,"Seneca, 'Medea'",52188
/0,Senheim,52188
/0,"Sens, Cathedral of St-Etienne",52188
/0,"Seoul, Ulchiro market",52188
/0,Serbonne,52188
/0,"Serra, Richard, sculpture, 'Prop'",52188
/0,Servoz,52188
/0,Sessa Aurunca,52188
/0,Seville - non-specific,52188
/0,"Seville, Santo Tomas 5, Museum of Contemporary Art",52188
/0,"Seymour, John, Dr",52188
/0,Shadrach,52188
/0,Shadwell Park,52188
/0,"Shaftesbury, Anthony Ashley-Cooper, Earl of",52188
/0,"Shaldon, the Ness",52188
/0,Shanghai,52188
/0,Shanklin,52188
/0,"Shannon, Charles Haslewood",52188
/0,"Shaw, George Bernard",52188
/0,Sheerness,52188
/0,Sheffield Pike,52188
/0,"Shelley, Mary, 'Frankenstein'",52188
/0,"Shenstone, William",52188
/0,Shillingford,52188
/0,Shiplake,52188
/0,Shoe Lane,52188
/0,"Shoemaker, William Lee, 'Willie'",52188
/0,Shoreham,52188
/0,Shrewsbury - non specific,52188
/0,"Shrewsbury, St Mary's Church",52188
/0,Shropshire,52188
/0,Shylock,52188
/0,Sibyl / Sibylla,52188
/0,"Sickert, Walter Richard, painting, 'Lady Martin'",52188
/0,"Siddal, Elizabeth Eleanor - dove",52188
/0,Sidmouth,52188
/0,Siebengebirge,52188
/0,"Sigmaringen, Sigmaringen Castle",52188
/0,Sikhism,52188
/0,Silverdale,52188
/0,Sinai,52188
/0,"Singleton, Elizabeth",52188
/0,Sinzig,52188
/0,Sir Launcelot,52188
/0,"Sir Thomas More, against Church of England, 1535",52188
/0,Sisyphus,52188
/0,"Sitwell, Osbert, Sir",52188
/0,Skeabost,52188
/0,"Skorodumov, Gavril Ivanovich",52188
/0,"Sleaford, St Denys's Church",52188
/0,Sleeping Beauty,52188
/0,Slovakia,52188
/0,Smith Square,52188
/0,"Smith, Eustace",52188
/0,"Smith, Isabel, 'Munia'",52188
/0,"Smith, Lowell",52188
/0,"Smith, Sep",52188
/0,"Smyth, Arthur, Dr",52188
/0,"Smyth, Mary",52188
/0,Sneyd,52188
/0,Snow White,52188
/0,"Soho, Windmill Theatre",52188
/0,Solihull - non specific,52188
/0,"Solomon, Simeon",52188
/0,Solway Firth,52188
/0,Somerton,52188
/0,"Sophocles,'Electra'",52188
/0,"Sorrell, Alan",52188
/0,Sorrento,52188
/0,Sound of Mull,52188
/0,Sourton,52188
/0,"South Africa War, 1899-1901",52188
/0,"South America, Spanish conquest, 16th c.",52188
/0,South Downs,52188
/0,South Foreland,52188
/0,South Korea,52188
/0,South Lopham,52188
/0,"South Orange, Seton Hall University",52188
/0,South Wind - flying figure,52188
/0,"Southampton, Bargate",52188
/0,"Southend-on-Sea, Hadleigh Castle",52188
/0,Southern Coast,52188
/0,Southwark - non specific,52188
/0,"Southwark, Albany Estate",52188
/0,"Southwark, Borough Market",52188
/0,Spa - non-specific,52188
/0,Spain,52188
/0,"Spain, Ibiza",52188
/0,"Spencer, Percy Julius",52188
/0,"Spender, Stephen",52188
/0,Spiderman,52188
/0,Spielberg,52188
/0,Spiez,52188
/0,Spitalfields - non-specific,52188
/0,"Spitalfields, Christ Church",52188
/0,Spitz - non-specific,52188
/0,"Spitz, Hinterhaus",52188
/0,"Spitz, St Michael's Church",52188
/0,"Spofforth, Spofforth Castle",52188
/0,Spoleto - non-specific,52188
/0,"Spoleto, Ponte delle Torri",52188
/0,Spreekanal,52188
/0,Spurn Head,52188
/0,St Alban,52188
/0,St Albans - non-specific,52188
/0,St Benet Paul's Wharf,52188
/0,St Bride's Bay,52188
/0,St Catherine's Hill,52188
/0,St Columb,52188
/0,St Cuthbert's Priory,52188
/0,St David's - non-specific,52188
/0,St David's Head,52188
/0,"St David's, Bishop's Palace",52188
/0,"St David's, St David's Cathedral",52188
/0,St George,52188
/0,St Goarhausen - non-specific,52188
/0,St Herbert's Island,52188
/0,"St Ives, Tate St Ives",52188
/0,St James the Greater,52188
/0,St Jerome,52188
/0,St Joan of Arc,52188
/0,St John the Evangelist,52188
/0,St John's Vale,52188
/0,"St John's Wood, Alpha Place 7, Woodbine Villa",52188
/0,"St John's Wood, Avenue Road 34",52188
/0,St Kew,52188
/0,St Margaret of Antioch - pearl,52188
/0,"St Margaret's at Cliffe, St Margaret's Church",52188
/0,St Mary Magdalene,52188
/0,St Michael's Mount,52188
/0,St Micheal Penkivel,52188
/0,St Nikola,52188
/0,St Pancras Old Church,52188
/0,St Paul,52188
/0,St Sunday Crag,52188
/0,St Thomas More,52188
/0,Staffordshire,52188
/0,Staggia,52188
/0,Staindrop,52188
/0,"Stamford, St Martin's",52188
/0,"Stanford, Charles Villiers, Sir",52188
/0,Stanstad,52188
/0,"Stanton Harcourt, Pope's Tower",52188
/0,"Stanton Harcourt, St Michael's Church",52188
/0,Stanway House,52188
/0,Starkenburg,52188
/0,Steinberg,52188
/0,"Stephens, James",52188
/0,"Stevens, Alfred George",52188
/0,"Stevens, Alfred George, sculpture, 'Wellington Monument'",52188
/0,"Stevenson, Robert Louis, 'Underwoods'",52188
/0,"Stewart, Phoebe",52188
/0,Stock Gill,52188
/0,"Stoke Newington, St Matthias's Church",52188
/0,Stoke-by-Nayland,52188
/0,"Stone, Frank, print, 'Cross Purposes'",52188
/0,Storey,52188
/0,Stour Valley,52188
/0,Stoya,52188
/0,"Strachey, John",52188
/0,"Strasbourg, Strasbourg Cathedral",52188
/0,Stratfield Saye,52188
/0,Stratford St Mary,52188
/0,"Stratford-upon-Avon, Ettington Park",52188
/0,"Stratford-upon-Avon, Holy Trinity Church",52188
/0,"Stratford-upon-Avon, Holy Trinity Church, Shakespeare's Monument",52188
/0,Strath Fillan,52188
/0,"Strigel, Bernhard",52188
/0,"Strode, Colonel",52188
/0,"Strode, William",52188
/0,Strudel,52188
/0,"Stuart, Gilbert",52188
/0,"Stubbs, George, painting",52188
/0,"Stuttgart, Roemerstrasse 17",52188
/0,"Sudan War, 1881",52188
/0,"Sue Ware, ceramics",52188
/0,Sultan Mehmed V,52188
/0,Sunderland,52188
/0,"Sunderland, Hylton Castle",52188
/0,Superman,52188
/0,Surrealism,52188
/0,"Sussex, West",52188
/0,"Sutton Coldfield, The Rookery",52188
/0,Sutton Courtenay,52188
/0,Swallow Falls,52188
/0,Swanage - non-specific,52188
/0,Swansea - non-specific,52188
/0,"Swansea, Bethesda Baptist Chapel",52188
/0,"Swansea, Crug Glas",52188
/0,"Swedenborg, Emanuel, 'Heaven and Hell'",52188
/0,"Swinburne, Algernon Charles",52188
/0,"Swiss Cottage, Finchley Road",52188
/0,Switzerland,52188
/0,"Switzerland, Glarus",52188
/0,Sychnant Pass,52188
/0,"Symonds, Katharine",52188
/0,Säussenstein,52188
/0,Sèvres,52188
/0,Tabboo!,52188
/0,"Tagore, Rabindranath",52188
/0,Taki,52188
/0,Talaat Pasha,52188
/0,Tamworth - non-specific,52188
/0,Tanera Mhor,52188
/0,Tantallon Castle,52188
/0,"Tao, Song",52188
/0,Tarascon,52188
/0,Tarho,52188
/0,Tarn House,52188
/0,Tatham,52188
/0,"Taylor, Elizabeth",52188
/0,Teed,52188
/0,Teesdale,52188
/0,Teignmouth,52188
/0,Telemachus,52188
/0,Temple Island,52188
/0,Temple of Apollo,52188
/0,Temple of Poseidon,52188
/0,"Temple, Susanna",52188
/0,Ten Plagues of Egypt,52188
/0,"Tenby, St Mary's Church",52188
/0,"Tenby, White's House",52188
/0,"Teniers, drawing",52188
/0,"Tennant, Dorothy",52188
/0,"Tennyson, Alfred, Lord, 'The Lady of Shalott'",52188
/0,"Terracina, Temple of Jupiter Anxur",52188
/0,Terry,52188
/0,"Tessier, George Lewis, Dr",52188
/0,Tethys,52188
/0,"Thackeray, William Makepeace, 'The Adventures of Philip ...'",52188
/0,Thales of Miletus,52188
/0,Thames Estuary,52188
/0,Thel,52188
/0,Thisbe,52188
/0,"Thomas, Ralph, Serjeant",52188
/0,"Thomas, Tim",52188
/0,Thompson,52188
/0,"Thornley, George, 'Daphnis and Chloe'",52188
/0,"Thornton, Robert John, 'The Pastorals of Virgil ...'",52188
/0,Thorsgill,52188
/0,Thurland Castle,52188
/0,Thurso - non-specific,52188
/0,"Thurso, Sinclair Castle",52188
/0,Thusis,52188
/0,Thyrsis,52188
/0,"Thyssen, Francesca",52188
/0,Tiberius' Palace,52188
/0,"Tickencote, St Peter and St Paul's Church",52188
/0,Tievebulliagh,52188
/0,Tilbury - non-specific,52188
/0,"Tilbury, Tilbury Fort",52188
/0,"Tintoretto, painting, 'St Roch Comforted by an Angel in Prison'",52188
/0,Tiresias,52188
/0,"Tisdall, Caroline, 'Coyote'",52188
/0,Titania,52188
/0,"Titian, painting, 'Francis I'",52188
/0,"Titian, painting, 'Holy Family (with Hare)'",52188
/0,"Titian, painting, 'Pesaro Madonna'",52188
/0,"Titian, painting, 'St Peter Martyr'",52188
/0,"Titian, painting, 'The Entombment of Christ''",52188
/0,"Titian, painting, 'The Holy Family and a Shepherd'",52188
/0,"Titian, painting, 'Venus Blindfolding Cupid'",52188
/0,Tivoli - non-specific,52188
/0,"Tivoli, Tempio della Tosse",52188
/0,"Tivoli, Temple of the Acropolis",52188
/0,Tlos,52188
/0,Tobermory,52188
/0,Tobias,52188
/0,Tobit,52188
/0,Tokyo - non-specific,52188
/0,"Toller Fratrum, St Basil's Church",52188
/0,Tolpuddle,52188
/0,Tom Rakewell,52188
/0,Tonbridge - non-specific,52188
/0,"Tonbridge, Tonbridge Castle",52188
/0,Tongue Bay,52188
/0,"Topolski, Feliks",52188
/0,Tor Bay,52188
/0,"Toronto, Blair Street 130, Morris International,",52188
/0,Torre Salaria,52188
/0,Torregaveta,52188
/0,"Torrigiano, Pietro d'Antonio",52188
/0,Tory Brook,52188
/0,Totland Bay,52188
/0,Tour de Saint-Michel,52188
/0,Tournon,52188
/0,Tours - non-specific,52188
/0,"Tours, St Symphorien's Church",52188
/0,Tower Bridge,52188
/0,Tower of London,52188
/0,"Townshend, Pete",52188
/0,Traben,52188
/0,Traeth Bach,52188
/0,Traeth Mawr,52188
/0,Transavanguardia,52188
/0,Transfiguration,52188
/0,Trarbach,52188
/0,Traunstein,52188
/0,"Tree, Iris Beerbohm",52188
/0,Treis - non-specific,52188
/0,"Trelawney, Edward",52188
/0,"Trematon, Trematon Castle",52188
/0,Trent and Mersey Canal,52188
/0,Trento - non-specific,52188
/0,"Tretower, Tretower Castle",52188
/0,"Trevalga, St Petroc's Church",52188
/0,"Trienen, Marie-Christine",52188
/0,Trier - non-specific,52188
/0,"Trier, Martinskloster",52188
/0,"Trier, Porta Nigra",52188
/0,"Trier, St Peter's Cathedral",52188
/0,Trieste,52188
/0,Trittenheim,52188
/0,"Troyes, Cathedral of St Pierre",52188
/0,Trutz Eltz,52188
/0,Tryfan,52188
/0,Tulsa,52188
/0,Tumarkin,52188
/0,"Turin, Galleria Il Fauno",52188
/0,"Turin, Lingotto",52188
/0,"Turin, Piazza Castello",52188
/0,Turkey,52188
/0,Turkish,52188
/0,"Turner, J.M.W., after, print, 'The Shipwreck'",52188
/0,"Turner, J.M.W., painting, 'A River Seen from a Hill'",52188
/0,"Turner, J.M.W., painting, 'Dido and Aeneas', Tate N00494",52188
/0,"Turner, J.M.W., painting, 'Mountain Scene with Lake and Hut'",52188
/0,"Turner, J.M.W., painting, 'Scene in Venice'",52188
/0,"Turner, J.M.W., painting, 'Seascape with Distant Coast'",52188
/0,"Turner, J.M.W., painting, 'Sunset From the Top of the Rigi'",52188
/0,"Turner, J.M.W., painting, 'The Decline of the Carthaginian Empire'",52188
/0,"Turner, J.M.W., painting, 'Venetian Scene'",52188
/0,"Tweeddale, 1st Marquess of",52188
/0,Tweedledum,52188
/0,"Twickenham, Marble Hill",52188
/0,"Twickenham, Sandycombe Lodge",52188
/0,Twizel Castle,52188
/0,Tyndrum,52188
/0,"Tynemouth, Tynemouth Castle",52188
/0,"Tyson, Ian, print",52188
/0,UK London,52188
/0,"USA, Arizona",52188
/0,"USA, Colorado",52188
/0,"USA, Connecticut",52188
/0,"USA, Massachusetts",52188
/0,"USA, Minnesota",52188
/0,"USA, New England",52188
/0,"USA, New Mexico",52188
/0,"USA, Oklahoma",52188
/0,"USA, Pennsylvania",52188
/0,"USA, Texas",52188
/0,"USA, Wyoming",52188
/0,"Uberti, Fazio degli",52188
/0,"Uccello, Paolo, drawing, 'Perspective Study of a Chalice'",52188
/0,"Uffington, White Horse",52188
/0,Ulster cycle,52188
/0,"Ulverstone, Lady",52188
/0,Underiver,52188
/0,"Ungle, Mary Arabella",52188
/0,Untersberg,52188
/0,Uny Lelant,52188
/0,Upminster,52188
/0,Upper Thames Street 222,52188
/0,"Upton Pyne, Pynes",52188
/0,Urbino,52188
/0,Urzig,52188
/0,"Utrecht, Utrecht Cathedral",52188
/0,Uttewalder Grund,52188
/0,"VE Day celebrations, 8 May 1945",52188
/0,Vale of Ashburnham,52188
/0,Vale of Belvoir,52188
/0,Vale of Llangollen,52188
/0,Vale of Mawgan / Lanherne,52188
/0,Vale of Pickering,52188
/0,Vale of Tempe,52188
/0,Valle Crucis Abbey,52188
/0,Valley of Glaucus,52188
/0,Valley of Thon-Samson,52188
/0,"Van Dyck, Anthony",52188
/0,"Van Dyck, Anthony, painting, 'Lucy Percy, Countess of Carlisle'",52188
/0,"Van Dyck, Anthony, painting, 'Portrait of a Girl'",52188
/0,"Van Dyck, Anthony, painting, 'The Emperor Theodosius...'",52188
/0,"Van Dyck, Anthony, painting, 'Venus at the Forge of Vulcan'",52188
/0,"Van Goethen, Marie",52188
/0,"Van Gogh, Vincent - hair swirls",52188
/0,"Van Ostade, Adriaen",52188
/0,"Vancouver, Strathcona, Russian Orthodox Church",52188
/0,"Vangelder, sculpture",52188
/0,Varenna,52188
/0,"Vargas, Alberto, painting",52188
/0,Vattetot-sous-Beaumont,52188
/0,Vaucottes,52188
/0,"Velazquez, Diego, 'Dwarf and Dog'",52188
/0,"Velazquez, Diego, 'The Infanta Margarita'",52188
/0,"Velazquez, Diego, painting, 'Christ after the Flagellation ...'",52188
/0,Velletri,52188
/0,Vendôme,52188
/0,Veneux-Nadon,52188
/0,"Venice, Burano",52188
/0,"Venice, Ca' Rezzonico",52188
/0,"Venice, Ca' d'Oro",52188
/0,"Venice, Chiesa del SS. Redentore",52188
/0,"Venice, Chiesa di San Rocco",52188
/0,"Venice, Dogana",52188
/0,"Venice, Erberia",52188
/0,"Venice, Galleria dell' Accademia",52188
/0,"Venice, Loggetta",52188
/0,"Venice, Palazzo Barbarigo",52188
/0,"Venice, Palazzo Corner della Cà Grande",52188
/0,"Venice, Palazzo Foscari",52188
/0,"Venice, Palazzo Grimani",52188
/0,"Venice, Palazzo Treves",52188
/0,"Venice, Palazzo Vendramin Calergi",52188
/0,"Venice, Palazzo dei Camerlenghi",52188
/0,"Venice, Piazza San Marco, Pilastri Acritani",52188
/0,"Venice, Ponte della Paglia",52188
/0,"Venice, Ponte di Rialto",52188
/0,"Venice, San Bartolomeo",52188
/0,"Venice, San Simeone Piccolo",52188
/0,"Venice, Santa Maria della Pietà",52188
/0,"Venice, Scuola di San Martino",52188
/0,"Venice, Torcello",52188
/0,"Venice, Torre dell'Orologio",52188
/0,"Venice, capriccio view",52188
/0,"Ventnor, Bonchurch",52188
/0,"Verdun-sur-Garonne, Verdun Cathedral",52188
/0,"Verlaine, 'Chanson d'Automne'",52188
/0,Vernon - non-specific,52188
/0,"Verona, Piazza delle Erbe",52188
/0,"Verona, Ponte Scaligero",52188
/0,"Verona, San Zeno Maggiore",52188
/0,"Veronese, painting, 'Adoration of the Kings'",52188
/0,Versailles - non-specific,52188
/0,"Veth, Apolonius",52188
/0,Via Appia,52188
/0,Victorian,52188
/0,Victorian/Genre,52188
/0,Viechtenstein Castle,52188
/0,Vienna - non-specific,52188
/0,"Vienna, Altenburg",52188
/0,"Vienna, Belvedere Gardens",52188
/0,"Vienna, Burgtor",52188
/0,"Vienna, Dorotheergasse 14, Galerie Klewan",52188
/0,"Vienna, Grinzing",52188
/0,"Vienna, Johann Strauss Theatre",52188
/0,"Vienna, St Michael's Church",52188
/0,"Vienna, Weiskirchnerstrasse 3, MAK Applied Arts/Contemporary Arts",52188
/0,"Vietnam War, 1964-75",52188
/0,Vietri sul Mare,52188
/0,Villa Mondragone,52188
/0,"Villiers, Henry, Hon.",52188
/0,"Villingen-Schwenningen, Städtische Galerie",52188
/0,Virgil,52188
/0,"Virgil, 'Eclogues'",52188
/0,Visitation,52188
/0,Vitebsk,52188
/0,"Viterbo, S. Francesco",52188
/0,"Viti, Timoteo, fresco, 'Jonah'",52188
/0,Viva,52188
