id,material
6786,"on paper, print Etching and aquatint on paper"
59487,"on paper, unique Graphite on paper"
21738,"on paper, print Etching on paper"
53127,"on paper, unique Graphite on paper"
96212,"on paper, print Digital print on paper"
55522,"on paper, unique Graphite on paper"
33976,"on paper, unique Graphite on paper"
31570,"on paper, unique Graphite and watercolour on paper"
62880,"on paper, unique Graphite on paper"
49643,"on paper, unique Graphite on paper"
47246,"on paper, unique Graphite on paper"
82935,"installation Film,16 mm, shown as video, projection, colour and sound"
11076,"on paper, print Screenprint on paper"
80538,"on paper, print Mezzotint on paper"
55545,"on paper, unique Graphite on paper"
53148,"on paper, unique Graphite on paper"
10976,"on paper, print Lithograph on paper"
36460,"on paper, unique"
49642,"on paper, unique Graphite on paper"
62881,"on paper, unique Graphite on paper"
47247,"on paper, unique Graphite on paper"
11075,"on paper, print Screenprint on paper"
44749,"on paper, unique Graphite on paper"
80539,"on paper, print Mezzotint on paper"
31571,"on paper, unique Gouache, graphite and watercolour on paper"
53149,"on paper, unique Graphite on paper"
55544,"on paper, unique Graphite on paper"
10977,painting Oil paint on canvas
36461,"on paper, unique"
80535,"on paper, print Mezzotint on paper"
62882,"on paper, unique Graphite on paper"
49641,"on paper, unique Graphite on paper"
47244,"on paper, unique Graphite on paper"
11074,"on paper, print Screenprint on paper"
10974,"on paper, print Lithograph on paper"
53146,"on paper, unique Graphite on paper"
55543,"on paper, unique Graphite on paper"
80536,"on paper, print Mezzotint on paper"
62883,"on paper, unique Graphite on paper"
28189,"on paper, unique"
47245,"on paper, unique Graphite on paper"
36462,"on paper, unique"
49640,"on paper, unique Graphite on paper"
6770,"on paper, print Etching and aquatint on paper"
10975,"on paper, print Lithograph on paper"
29120,"on paper, unique"
11073,"on paper, print Screenprint on paper"
80537,"on paper, print Mezzotint on paper"
53147,"on paper, unique Graphite on paper"
55542,"on paper, unique Graphite on paper"
34070,"on paper, unique"
24228,"on paper, unique Graphite and ink on paper"
1870,"on paper, unique Graphite, crayon and watercolour on paper"
50648,"on paper, unique Graphite on paper"
30110,"on paper, unique Graphite on paper"
80533,"on paper, print Mezzotint on paper"
104372,"on paper, print 4 digital prints on paper"
28188,"on paper, unique"
49647,"on paper, unique Graphite on paper"
10972,"on paper, print Lithograph on paper"
11072,"on paper, print Screenprint on paper"
1871,"on paper, unique Graphite, crayon and watercolour on paper"
33971,"on paper, unique Graphite on paper"
31574,"on paper, unique Watercolour and gouache on paper"
55541,"on paper, unique Graphite on paper"
29121,"on paper, unique"
53144,"on paper, unique Graphite on paper"
50647,"on paper, unique Graphite on paper"
30111,"on paper, unique Graphite on paper"
80534,"on paper, print Mezzotint on paper"
24229,"on paper, unique Graphite on paper"
28187,"on paper, unique"
49646,"on paper, unique Graphite on paper"
10973,"on paper, print Lithograph on paper"
98629,"relief Household paint, shellac and sand on board"
11071,"on paper, print Screenprint on paper"
13470,"on paper, print Etching on paper"
1872,"on paper, unique Graphite, crayon and watercolour on paper"
33970,"on paper, unique"
31575,"on paper, unique Watercolour on paper"
29122,"on paper, unique"
53145,"on paper, unique Graphite on paper"
55540,"on paper, unique Graphite on paper"
80531,"on paper, print Mezzotint on paper"
28186,"on paper, unique"
24226,"on paper, unique Graphite on paper"
49645,"on paper, unique Graphite on paper"
47248,"on paper, unique Graphite on paper"
13471,"on paper, print Etching on paper"
98628,relief Mixed media
11070,"on paper, print Intaglio print on paper"
10970,"on paper, print Lithograph on paper"
31572,"on paper, unique Graphite and watercolour on paper"
57940,"on paper, unique Graphite on paper"
29123,"on paper, unique"
53142,"on paper, unique Graphite on paper"
28185,"on paper, unique"
24227,"on paper, unique Graphite, ink and watercolour on paper"
50649,"on paper, unique Graphite on paper"
80532,"on paper, print Mezzotint on paper"
58040,"on paper, unique Graphite on paper"
98627,"on paper, unique Oil paint, gouache and graphite on paper"
47249,"on paper, unique Graphite on paper"
13472,"on paper, print Etching on paper"
49644,"on paper, unique Graphite on paper"
10971,"on paper, print Lithograph on paper"
57941,"on paper, unique Graphite on paper"
31573,"on paper, unique Graphite, watercolour and gouache on paper"
29124,"on paper, unique"
53143,"on paper, unique Graphite on paper"
35003,"on paper, unique Graphite on paper"
53140,"on paper, unique Graphite on paper"
60483,"on paper, unique Graphite on paper"
11917,"on paper, print Screenprint on paper"
50644,"on paper, unique Graphite on paper"
37400,"on paper, unique Graphite on paper"
36467,"on paper, unique"
13473,"on paper, print Etching on paper"
1875,"on paper, print Lithograph on paper"
15870,"on paper, print Intaglio print on paper"
4370,"on paper, print Etching and aquatint on paper"
42345,"on paper, unique Graphite on paper"
20791,painting Oil paint on canvas
29125,"on paper, unique"
12016,"on paper, print Screenprint on paper"
44742,"on paper, unique Graphite on paper"
38864,"on paper, unique Graphite on paper"
53141,"on paper, unique Graphite on paper"
35004,"on paper, unique Graphite on paper"
38863,"on paper, unique Graphite on paper"
60482,"on paper, unique Graphite on paper"
50643,"on paper, unique Graphite on paper"
11916,"on paper, unique Ink, watercolour and gouache on paper"
13474,"on paper, print Etching on paper"
36468,"on paper, unique"
1876,"on paper, print Lithograph on paper"
42346,"on paper, unique Graphite on paper"
20792,"on paper, print Mezzotint on paper"
44741,"on paper, unique Graphite on paper"
29126,"on paper, unique"
12015,"on paper, print Screenprint on paper"
35005,"on paper, unique Graphite on paper"
50646,"on paper, unique Graphite on paper"
60481,"on paper, unique Graphite on paper"
37402,"on paper, unique Graphite on paper"
11915,"on paper, unique Watercolour on paper"
13475,"on paper, print Etching on paper"
36469,"on paper, unique"
1873,sculpture Forged steel
15872,"on paper, print Intaglio print on paper"
42347,"on paper, unique Graphite on paper"
20793,"on paper, print Mezzotint on paper"
29127,"on paper, unique"
12014,"on paper, print Screenprint on paper"
44744,"on paper, unique Graphite on paper"
38866,"on paper, unique Graphite on paper"
35006,"on paper, unique Graphite on paper"
34909,"on paper, unique Graphite on paper"
60480,"on paper, unique Graphite on paper"
11914,"on paper, print Wood engraving on paper"
37401,"on paper, unique Graphite on paper"
50645,"on paper, unique"
13476,"on paper, print Etching on paper"
1874,sculpture Bronze
15871,"on paper, print Intaglio print on paper"
42348,"on paper, unique Graphite on paper"
20794,"on paper, print Mezzotint on paper"
29128,"on paper, unique Graphite on paper"
34908,"on paper, unique Graphite on paper"
44743,"on paper, unique"
38865,"on paper, unique Graphite on paper"
12013,"on paper, print Screenprint on paper"
12012,"on paper, print Screenprint on paper"
38860,"on paper, unique Graphite on paper"
60487,"on paper, unique Graphite on paper"
50640,"on paper, unique Graphite on paper"
2811,"on paper, unique Graphite and watercolour on paper"
29129,"on paper, unique Graphite on paper"
15874,"on paper, print Intaglio print on paper"
11913,"on paper, print Wood engraving on paper"
47242,"on paper, unique Graphite on paper"
13477,"on paper, print Etching on paper"
36463,"on paper, unique"
44746,"on paper, unique Graphite on paper"
7709,"on paper, unique Ink and graphite on paper"
4374,"on paper, print Etching on paper"
82939,"on paper, print Photograph, colour, Chromogenic print, on paper"
42349,"on paper, unique Graphite on paper"
1879,sculpture Bronze on wooden base
12011,"on paper, print Screenprint on paper"
14410,"on paper, unique Watercolour on paper"
2812,"on paper, unique Graphite and watercolour on paper"
11912,"on paper, print Wood engraving on paper"
11079,"on paper, print Lithograph and screenprint on paper"
47243,"on paper, unique Graphite on paper"
36464,"on paper, unique"
13478,painting Oil paint on wood
60486,"on paper, unique Graphite on paper"
82938,painting Oil paint on canvas
4373,"on paper, print Etching on paper"
15873,"on paper, print Intaglio print on paper"
7708,"on paper, unique Ink on paper"
44745,"on paper, unique Graphite on paper"
35000,"on paper, unique Graphite on paper"
79550,"sculpture Fibreglass, resin and lacquer"
12010,"on paper, print Screenprint on paper"
38862,"on paper, unique Graphite on paper"
11911,"on paper, print Wood engraving on paper"
47240,"on paper, unique Graphite on paper"
15876,"on paper, print Intaglio print on paper"
13479,"on paper, unique Ink and watercolour on paper"
36465,"on paper, unique"
11078,"on paper, print Screenprint on paper"
50642,"on paper, unique Graphite on paper"
60485,"on paper, unique Graphite on paper"
1877,"on paper, print Lithograph on paper"
82937,painting Oil paint on canvas
44748,"on paper, unique Graphite on paper"
4372,"on paper, print Etching on paper"
14411,"on paper, unique Watercolour on paper"
35001,"on paper, unique"
10978,painting Oil paint on canvas
38861,"on paper, unique Graphite on paper"
50641,"on paper, unique Graphite on paper"
79551,"installation Oil paint, acrylic paint, glitter, graphite, pen, elephant dung, polyester resin and map pins on 13 canvases"
2810,"on paper, unique Graphite and watercolour on paper"
11910,"on paper, print Wood engraving on paper"
15875,"on paper, print Intaglio print on paper"
47241,"on paper, unique Graphite on paper"
60484,"on paper, unique Graphite on paper"
1878,"on paper, print Lithograph on paper"
44747,"on paper, unique Graphite on paper"
82936,painting Oil paint on canvas
11077,"on paper, print Screenprint on paper"
36466,"on paper, unique"
4371,"on paper, print Lithograph on paper"
14412,"on paper, unique Watercolour on paper"
10979,"on paper, unique Graphite and watercolour on paper"
35002,"on paper, unique Graphite on paper"
105305,"on paper, print Photo-etching, engraving and aquatint on paper"
25680,"on paper, print Engraving and etching on paper"
32507,"on paper, unique Graphite on paper"
2815,"on paper, unique Oil paint on paper on canvas"
23283,"on paper, unique Ink on paper"
39805,"on paper, unique Graphite on paper"
37408,"on paper, unique Graphite on paper"
15878,"on paper, print Screenprint on paper"
4379,"on paper, print Etching on paper"
4378,"on paper, print Etching on paper"
57938,"on paper, unique Graphite on paper"
61423,"on paper, unique Graphite on paper"
63829,"on paper, unique Graphite and watercolour on paper"
58037,"on paper, unique Graphite on paper"
9279,"on paper, print Etching and aquatint on paper"
14413,"on paper, unique Watercolour on paper"
68721,"on paper, unique Watercolour, gouache, graphite and charcoal on paper"
96221,"on paper, print Digital print on paper"
7717,"on paper, unique Watercolour, graphite and ink on paper"
34903,"on paper, unique Graphite on paper"
32506,"on paper, unique Graphite on paper"
42350,"on paper, unique Graphite on paper"
25681,"on paper, print Engraving and etching on paper"
105304,"on paper, print Digital print on paper"
39806,"on paper, unique Graphite on paper"
93724,"sculpture Fibreglass, oak, textile, sisal rope and audio system"
23282,"on paper, unique Ink on paper"
15877,"on paper, print Screenprint on paper"
97685,"on paper, print 2 photographs, colour, Polaroid, on paper"
2816,painting Oil paint on canvas
37407,"on paper, unique Graphite on paper"
34069,"on paper, unique"
21720,"on paper, print Lithograph on paper"
4377,"on paper, print Etching on paper"
61422,"on paper, unique Chalk and graphite on paper"
20788,painting Oil paint on canvas
57939,"on paper, unique Graphite on paper"
58038,"on paper, unique Graphite on paper"
9278,"on paper, print Etching and aquatint on paper"
105303,"on paper, print Digital print on paper"
14414,"on paper, unique Watercolour on paper"
96222,"on paper, print Digital print on paper"
34902,"on paper, unique Graphite on paper"
7716,"on paper, unique Watercolour, graphite and ink on paper"
32505,"on paper, unique Graphite on paper"
30108,"on paper, unique Graphite on paper"
60489,"on paper, unique Graphite on paper"
2813,"on paper, unique Graphite and watercolour on paper"
39803,"on paper, unique"
97684,"on paper, print 2 photographs, colour, Polaroid, on paper"
23285,"on paper, unique Ink and gouache on paper"
33969,"on paper, unique Graphite on paper"
34068,"on paper, unique"
4376,"on paper, print Etching on paper"
20789,painting Oil paint on canvas
21721,"on paper, print Lithograph on paper"
58039,"on paper, unique Graphite on paper"
105302,"on paper, print Collotype and screenprint on paper"
61421,"on paper, unique Graphite on paper"
7719,"on paper, unique Watercolour and gouache on paper"
34901,"on paper, unique Graphite on paper"
14415,"on paper, unique Watercolour on paper"
42351,"on paper, unique Graphite on paper"
60488,"on paper, unique Graphite on paper"
32504,"on paper, unique Graphite on paper"
37409,"on paper, unique Graphite on paper"
30109,"on paper, unique Graphite on paper"
2814,"on paper, unique Watercolour and graphite on paper"
39804,"on paper, unique Graphite on paper"
15879,"on paper, print Etching and aquatint on paper"
97683,"on paper, print Photograph, colour, Polaroid, on paper"
34067,"on paper, unique"
23284,"on paper, unique Ink on paper"
33968,"on paper, unique Graphite on paper"
34900,"on paper, unique Pen and ink on paper"
21722,"on paper, print Lithograph on paper"
4375,"on paper, print Etching on paper"
105301,"on paper, print Collotype and screenprint on paper"
14416,painting Oil paint on canvas
96220,"on paper, print Digital print on paper"
7718,"on paper, unique Ink, graphite and gouache on paper"
61420,"on paper, unique"
42352,"on paper, unique Graphite on paper"
105309,"on paper, print Etching and aquatint on paper"
35007,"on paper, unique Graphite on paper"
63824,"on paper, unique Pen and ink and graphite on paper"
2819,"on paper, unique Watercolour and graphite on paper"
93721,"on paper, print Photograph, black and white, on paper"
39801,"on paper, unique"
97682,"on paper, print Photograph, colour, Polaroid, on paper"
37404,"on paper, unique Graphite on paper"
61427,"on paper, unique Graphite on paper"
9275,"on paper, print Etching and aquatint on paper"
44750,"on paper, unique Graphite on paper"
38868,"on paper, unique Graphite on paper"
7713,"on paper, unique Watercolour and ink on paper"
34907,"on paper, unique Graphite on paper"
5316,sculpture Bath stone
42353,"on paper, unique Graphite on paper"
14417,painting Oil paint on canvas
105308,"on paper, print Aquatint on paper"
7711,"on paper, unique Watercolour on paper"
35008,"on paper, unique"
63825,"on paper, unique Graphite on paper"
39802,"on paper, unique Graphite on paper"
93720,"on paper, print Photograph, black and white, on paper"
37403,"on paper, unique Graphite on paper"
97681,"on paper, print Photograph, colour, Polaroid, on paper"
9274,"on paper, print Etching and aquatint on paper"
61426,"on paper, unique Chalk and graphite on paper"
34906,"on paper, unique Graphite on paper"
12019,"on paper, print Screenprint on paper"
5317,sculpture Wood
7712,"on paper, unique Ink and watercolour on paper"
42354,"on paper, unique Graphite on paper"
38867,"on paper, unique Graphite on paper"
14418,"on paper, print Lithograph on paper"
20784,painting Acrylic paint on canvas
105307,"on paper, print Acrylic and collotype on paper"
35009,"on paper, unique Graphite on paper"
32509,"on paper, unique Graphite on paper"
37406,"on paper, unique Graphite on paper"
2817,"on paper, unique Watercolour on paper"
23281,"on paper, unique Ink on paper"
63826,"on paper, unique Graphite and watercolour on paper"
61425,"on paper, unique Graphite on paper"
97680,"on paper, print Photograph, colour, Polaroid, on paper"
14419,"on paper, print Lithograph on paper"
7715,"on paper, unique Watercolour and graphite on paper"
9277,"on paper, print Etching and aquatint on paper"
34905,"on paper, unique Graphite on paper"
44752,"on paper, unique Graphite on paper"
12018,"on paper, print Screenprint on paper"
42355,"on paper, unique Graphite on paper"
5318,relief Hoptonwood stone
20785,"sculpture Steel, glass and globe"
105306,"on paper, print Lithograph on paper"
32508,"on paper, unique Graphite on paper"
37405,"on paper, unique Graphite on paper"
63827,"on paper, unique Graphite on paper"
23280,"on paper, unique Ink on paper"
93722,"on paper, print Photograph, black and white, on paper"
2818,"on paper, unique Watercolour and graphite on paper"
39800,"on paper, unique Graphite on paper"
11918,"on paper, print Screenprint on paper"
61424,"on paper, unique Chalk and graphite on paper"
11919,"on paper, print Screenprint on paper"
63828,"on paper, unique Graphite on paper"
9276,"on paper, print Etching and aquatint on paper"
38869,"on paper, unique Graphite on paper"
7714,"on paper, unique Watercolour and graphite on paper"
42356,"on paper, unique Graphite on paper"
12017,"on paper, print Screenprint on paper"
44751,"on paper, unique Graphite on paper"
5319,relief Hoptonwood stone
20786,sculpture Kilkenny limestone
34904,"on paper, unique Graphite on paper"
62888,"on paper, unique Graphite on paper"
28184,"on paper, unique"
5311,"on paper, print Wood engraving on paper"
56998,"on paper, unique Graphite on paper"
34062,"on paper, unique"
30102,"on paper, unique Graphite on paper"
24224,"on paper, unique Graphite, ink and watercolour on paper"
63820,"on paper, unique Watercolour on paper"
80541,"on paper, print Mezzotint on paper"
9271,"on paper, print Etching and aquatint on paper"
98626,"on paper, unique Graphite on cardboard"
96229,"on paper, print Digital print on paper"
10980,painting Oil paint on canvas
6775,"on paper, print Lithograph on paper"
21727,"on paper, print Lithograph on paper"
57930,"on paper, unique Graphite on paper"
11080,"on paper, print Lithograph and screenprint on paper"
122461,"sculpture Mirror glass, stainless steel, plaster and wood"
59494,"on paper, unique Graphite on paper"
57097,"on paper, unique Graphite on paper"
33963,"on paper, unique Graphite on paper"
25688,"on paper, print Etching and engraving on paper"
31566,"on paper, unique Graphite on paper"
28183,"on paper, unique"
5312,"on paper, print Wood engraving on paper"
62889,"on paper, unique"
56999,"on paper, unique Graphite on paper"
34061,"on paper, unique"
6777,"on paper, print Lithograph on paper"
63821,"on paper, unique Graphite on paper"
80542,"on paper, print Mezzotint on paper"
58030,"on paper, unique Graphite on paper"
30103,"on paper, unique Graphite on paper"
24225,"on paper, unique Ink on paper"
9270,"on paper, print Etching and aquatint on paper"
98625,"on paper, unique Oil paint, gold paint, ink and graphite on paper"
10981,painting Oil paint on canvas
6776,"on paper, print Lithograph on paper"
21728,"on paper, print Lithograph on paper"
57098,"on paper, unique Graphite on paper"
46,"on paper, unique Ink on paper"
57931,"on paper, unique Graphite on paper"
25689,"on paper, print Etching and engraving on paper"
59493,"on paper, unique Graphite on paper"
31567,"on paper, unique Watercolour on paper"
33962,"on paper, unique Graphite on paper"
28182,"on paper, unique"
7710,"on paper, unique Watercolour, ink and graphite on paper"
5313,"on paper, print Wood engraving on paper"
122464,"on paper, print Photograph, gelatin silver print on paper"
6778,"on paper, print Etching and aquatint on paper"
34060,"on paper, unique"
30100,"on paper, unique Graphite on paper"
58031,"on paper, unique Graphite on paper"
117550,"on paper, unique Papers on paper"
63822,"on paper, unique Graphite on paper"
98624,"on paper, unique Graphite, oil paint and fat on paper"
24222,"on paper, unique Graphite on paper"
61429,"on paper, unique Chalk and graphite on paper"
55539,"on paper, unique Graphite on paper"
9273,"on paper, print Etching and aquatint on paper"
49649,"on paper, unique Graphite on paper"
96227,"on paper, print Digital print on paper"
57099,"on paper, unique Graphite on paper"
33961,"on paper, unique Graphite on paper"
122463,"on paper, print Photograph, gelatin silver print on paper"
5314,"on paper, print Wood engraving on paper"
47,"sculpture Resin, fabric, silicone, rubber and metal"
21729,"on paper, print Lithograph on paper"
59496,"on paper, unique Graphite on paper"
57932,"on paper, unique Graphite on paper"
31564,"on paper, unique Pen and ink and watercolour on paper"
25686,"on paper, print Etching and engraving on paper"
28181,"on paper, unique"
6779,"on paper, print Etching and aquatint on paper"
58032,"on paper, unique Graphite on paper"
24223,"on paper, unique Graphite and ink on paper"
30101,"on paper, unique Graphite on paper"
63823,"on paper, unique Watercolour on paper"
80540,"on paper, print Mezzotint on paper"
9272,"on paper, print Etching and aquatint on paper"
61428,"on paper, unique Chalk and graphite on paper"
96228,"on paper, print Digital print on paper"
55538,"on paper, unique Graphite on paper"
49648,"on paper, unique Graphite on paper"
5315,"on paper, print Wood engraving on paper"
33960,"on paper, unique Graphite on paper"
25687,"on paper, print Etching and engraving on paper"
59495,"on paper, unique Graphite on paper"
31565,"on paper, unique Ink wash and pen and ink on paper"
98623,"on paper, unique Graphite and oil paint on paper"
57933,"on paper, unique Graphite on paper"
30106,"on paper, unique Graphite on paper"
40,"sculpture Feathers, wood, fabric and metal"
32503,"on paper, unique Graphite on paper"
25684,"on paper, print Etching and engraving on paper"
39809,"on paper, unique"
28180,"on paper, unique"
58033,"on paper, unique Graphite on paper"
62884,"on paper, unique Graphite on paper"
23287,"on paper, unique Ink on paper"
34066,"on paper, unique"
24220,"on paper, unique Graphite on paper"
33967,"on paper, unique Graphite on paper"
6771,"on paper, print Etching and aquatint on paper"
55537,"on paper, unique Graphite on paper"
96225,"on paper, print Digital print on paper"
59498,"on paper, unique Graphite on paper"
21723,"on paper, print Lithograph on paper"
57934,"on paper, unique Graphite on paper"
25685,"on paper, print Etching and engraving on paper"
62885,"on paper, unique Graphite on paper"
30107,"on paper, unique"
41,"sculpture Fabric, foam rubber and metal"
58034,"on paper, unique Graphite on paper"
32502,"on paper, unique Graphite on paper"
34065,"on paper, unique"
23286,"on paper, unique Ink on paper"
57935,"on paper, unique Graphite on paper"
6772,"on paper, print Lithograph on paper"
24221,"on paper, unique Graphite and ink on paper"
33966,"on paper, unique Graphite on paper"
96226,"on paper, print Digital print on paper"
55536,"on paper, unique Graphite on paper"
59497,"on paper, unique Graphite on paper"
21724,"on paper, print Lithograph on paper"
98621,"on paper, unique 4 works on paper, oil paint and fat, on board"
25682,"on paper, print Etching and engraving on paper"
62886,"on paper, unique Graphite on paper"
42,"on paper, print Photograph, colour, Chromogenic print, on paper"
39807,"on paper, unique"
58035,"on paper, unique Graphite on paper"
34064,"on paper, unique"
32501,"on paper, unique Graphite on paper"
30104,"on paper, unique Graphite on paper"
57936,"on paper, unique Graphite on paper"
31568,painting Oil paint on canvas
23289,"on paper, unique Ink on paper"
6773,"on paper, print Lithograph on paper"
55535,"on paper, unique Graphite on paper"
96223,"on paper, print Digital print on paper"
53138,"on paper, unique Graphite on paper"
33965,"on paper, unique Graphite on paper"
98620,"on paper, unique 4 works on printed paper, oil paint"
21725,"on paper, print Lithograph on paper"
25683,"on paper, print Engraving on paper"
30105,"on paper, unique Graphite on paper"
62887,"on paper, unique Graphite on paper"
5310,"on paper, print Wood engraving on paper"
39808,"on paper, unique Graphite on paper"
58036,"on paper, unique Graphite on paper"
34063,"on paper, unique"
32500,"on paper, unique Graphite on paper"
31569,"on paper, unique Graphite and watercolour on paper"
23288,"on paper, unique Ink on paper"
57937,"on paper, unique Graphite on paper"
6774,"on paper, print Lithograph on paper"
53139,"on paper, unique Graphite on paper"
59499,"on paper, unique Graphite on paper"
96224,"on paper, print Digital print on paper"
55534,"on paper, unique Graphite on paper"
33964,"on paper, unique Graphite on paper"
21726,"on paper, print Lithograph on paper"
63872,"on paper, unique Chalk on paper"
35912,"on paper, unique Print on paper"
36011,"on paper, unique Pen and ink on paper"
58093,"on paper, unique Graphite on paper"
12020,"on paper, print Screenprint on paper"
11921,"on paper, print Screenprint and collage on paper"
56530,"on paper, unique Graphite on paper"
8764,relief Painted aluminium
32587,"on paper, unique Graphite on paper"
3864,"on paper, unique Watercolour on paper"
39873,"on paper, unique Watercolour on paper"
1467,"on paper, print Screenprint on paper"
11088,"on paper, print Etching on paper"
37476,"on paper, unique"
6367,"on paper, unique Drawing and watercolour on paper"
34983,"on paper, unique Graphite on paper"
40861,"on paper, unique Graphite on paper"
57994,"on paper, unique Graphite on paper"
31122,"on paper, unique Graphite on paper"
35079,"on paper, unique Graphite on paper"
10988,"on paper, unique Ink and chalk on paper"
36012,"on paper, unique Graphite on paper"
58094,"on paper, unique Graphite on paper"
2400,"on paper, print Screenprint on paper"
63873,"on paper, unique Watercolour on paper"
11920,"on paper, print Screenprint on paper"
56531,"on paper, unique Graphite on paper"
32586,"on paper, unique Graphite on paper"
8763,sculpture Enamel on aluminium
35913,"on paper, unique Graphite on paper"
37475,"on paper, unique"
39874,"on paper, unique Watercolour on paper"
3863,painting Oil paint on canvas
11087,"on paper, print Etching on paper"
34982,"on paper, unique Graphite on paper"
40860,"on paper, unique Graphite on paper"
6368,"on paper, unique Drawing and watercolour on paper"
1468,"on paper, print Screenprint on paper"
31123,"on paper, unique Graphite on paper"
57995,"on paper, unique Graphite on paper"
10989,"on paper, unique Plaster print on paper"
7300,"on paper, unique Ink and watercolour on paper"
38410,"on paper, unique"
63874,"on paper, unique Chalk and watercolour on paper"
36013,"on paper, unique Engraving on paper"
54139,"on paper, unique Graphite on paper"
32585,"on paper, unique Graphite on paper"
30188,"on paper, unique"
56532,"on paper, unique Graphite on paper"
8766,painting Oil paint on canvas
3861,"on paper, unique Watercolour on paper"
37478,"on paper, unique Graphite on paper"
35914,"on paper, unique Graphite on paper"
58095,"on paper, unique Graphite on paper"
10986,"on paper, unique Pastel on paper"
1465,"on paper, print Screenprint on paper"
11086,"on paper, print Etching on paper"
3862,"on paper, unique Oil paint on paper on canvas"
39871,"on paper, unique Watercolour on paper"
6369,"on paper, unique Drawing and watercolour on paper"
34981,"on paper, unique"
7301,"on paper, unique Ink on paper"
79502,"on paper, print Lithograph, screenprint and woodcut on paper"
57996,"on paper, unique Graphite on paper"
31120,"on paper, unique Graphite on paper"
36014,"on paper, unique Pen and ink on paper"
8765,installation Chalk and vinyl emulsion paint on wall
54138,"on paper, unique Graphite on paper"
56533,"on paper, unique Graphite on paper"
34980,"on paper, unique Graphite on paper"
32584,"on paper, unique Graphite on paper"
3860,"on paper, unique Watercolour on paper"
30189,"on paper, unique Graphite on paper"
35915,"on paper, unique Graphite on paper"
63875,"on paper, unique Chalk on paper"
58096,"on paper, unique Graphite on paper"
11085,"on paper, print Etching on paper"
37477,"on paper, unique"
39872,"on paper, unique Watercolour on paper"
1466,"on paper, print Screenprint on paper"
121431,"relief Textiles, wood, synthetic hair, feathers, walking stick, earrings, necklace, plastic cigar, fabric doll and other materi"
13480,painting Oil paint on wood
7302,"on paper, unique Ink on paper"
31121,"on paper, unique Graphite on paper"
57997,"on paper, unique Graphite on paper"
10987,"on paper, unique Ink and gouache on paper"
33523,"on paper, unique"
112178,painting Oil paint on canvas
2403,"on paper, print Screenprint on paper"
58931,"on paper, unique Graphite on paper"
54137,"on paper, unique Graphite on paper"
56534,"on paper, unique Graphite on paper"
8760,"on paper, print Watercolour and woodcut on paper"
58097,"on paper, unique Graphite on paper"
4800,"on paper, print Wood engraving on paper"
6363,"on paper, print Etching on paper"
10984,painting Oil paint on canvas
34987,"on paper, unique"
3868,"on paper, unique 12 photographs, colour, on paper on paper"
13481,painting Oil paint on wood
11084,"on paper, print Etching on paper"
37472,"on paper, unique"
35075,"on paper, unique Graphite on paper"
59030,"on paper, unique Graphite on paper"
61471,"on paper, unique Chalk and graphite on paper"
57998,"on paper, unique Graphite on paper"
31126,"on paper, unique Graphite on paper"
33522,"on paper, unique"
2404,"on paper, print Screenprint on paper"
58930,"on paper, unique Graphite on paper"
54136,"on paper, unique Graphite on paper"
56535,"on paper, unique Graphite on paper"
58098,"on paper, unique Graphite on paper"
34986,"on paper, unique Graphite on paper"
10985,painting Oil paint on canvas
6364,"on paper, print Etching on paper"
37471,"on paper, unique"
13482,painting Oil paint on wood
39870,"on paper, unique Watercolour and gouache on paper"
3867,"Photograph, black and white, on 4 canvases"
11083,"on paper, print Etching on paper"
51639,"on paper, unique Graphite on paper"
61470,"on paper, unique"
31127,"on paper, unique Graphite on paper"
57999,"on paper, unique Graphite on paper"
35076,"on paper, unique Graphite on paper"
2401,"on paper, print Screenprint on paper"
35910,"on paper, unique Engraving on paper"
33521,"on paper, unique"
63870,"on paper, unique Graphite on paper"
58099,"on paper, unique Graphite on paper"
54135,"on paper, unique Graphite on paper"
32589,"on paper, unique Graphite on paper"
58933,"on paper, unique Graphite on paper"
56536,"on paper, unique Graphite on paper"
8762,installation Graphite on wall
6365,"on paper, unique Ink and watercolour on paper. Verso: ink on paper"
37474,"on paper, unique"
34985,"on paper, unique Graphite on paper"
15880,"on paper, print Etching and aquatint on paper"
13483,painting Oil paint on wood
10982,painting Oil paint on canvas
1469,"on paper, print Screenprint on paper"
11082,"on paper, print Etching on paper"
3866,"on paper, unique Photographs, colour, on cards and graphite on paper"
59032,"on paper, unique Graphite on paper"
55599,"on paper, unique Graphite on paper"
35077,"on paper, unique Graphite on paper"
31124,"on paper, unique Graphite on paper"
27639,"on paper, unique"
2402,"on paper, print Screenprint on paper"
35911,"on paper, unique Graphite on paper"
63871,"on paper, unique Gouache and watercolour on paper"
36010,"on paper, unique Engraving on paper"
33520,"on paper, unique"
8761,"on paper, print Watercolour and woodcut on paper"
54134,"on paper, unique Graphite on paper"
56537,"on paper, unique Graphite on paper"
32588,"on paper, unique Graphite on paper"
58932,"on paper, unique Graphite on paper"
3865,painting Oil paint on board
13484,painting Oil paint on wood
10983,"on paper, print Lithograph on paper"
11081,"on paper, print Etching on paper"
34984,"on paper, unique Graphite on paper"
37473,"on paper, unique"
6366,"on paper, unique Ink and watercolour on paper"
59031,"on paper, unique Graphite on paper"
27638,"on paper, unique Graphite on paper"
55598,"on paper, unique Graphite on paper"
35078,"on paper, unique Graphite on paper"
31125,"on paper, unique Graphite on paper"
