id,material
69941,"on paper, print Screenprint on paper"
41178,"on paper, unique Graphite on paper"
8058,"on paper, print Screenprint on paper"
20548,"sculpture Wax, wood, leather, fabric and human hair"
33726,"on paper, unique"
121280,"on paper, print Digital print on paper

"
88177,"on paper, print Photograph, gelatine silver print on paper"
62642,"on paper, unique Graphite on paper"
42110,"on paper, unique Graphite on paper"
14658,"on paper, print Etching and engraving on paper"
117790,painting Oil paint on canvas
8053,"on paper, print Screenprint on paper"
20541,"on paper, print Line engraving on paper"
69940,"on paper, print Screenprint on paper"
45973,"on paper, unique Watercolour on paper"
17155,"on paper, print Intaglio print on paper"
41179,"on paper, unique Graphite on paper"
19552,painting Oil paint on canvas
43576,"on paper, unique Graphite on paper"
65146,"on paper, unique Graphite on paper"
46072,"on paper, unique Watercolour on paper"
36229,"on paper, unique Graphite on paper"
38626,"on paper, unique Graphite on paper"
62649,"on paper, unique Graphite on paper"
42111,"on paper, unique Graphite on paper"
5558,painting Oil paint on canvas
7955,"on paper, print Lithograph on paper"
14659,"on paper, print Etching and mezzotint on paper"
20542,"on paper, print Line engraving on paper"
8052,"on paper, print Screenprint on paper"
7953,"on paper, print Lithograph on paper"
19553,"on paper, print Photo-etching, aquatint and engraving on paper"
17154,"on paper, print Intaglio print on paper"
43575,"on paper, unique Graphite on paper"
65145,"on paper, unique Graphite on paper"
45974,"on paper, unique Watercolour on paper"
88179,"on paper, print Photograph, gelatin silver print on paper"
46073,"on paper, unique Watercolour on paper"
62648,"on paper, unique Graphite on paper"
7954,"on paper, print Lithograph on paper"
42112,"on paper, unique Graphite on paper"
5559,"on paper, print Screenprint on paper"
38625,"on paper, unique Graphite on paper"
90100,"on paper, unique Watercolour and graphite on paper"
20543,"on paper, print Line engraving on paper"
22940,"on paper, unique Graphite and watercolour on paper"
8055,"on paper, print Screenprint on paper"
65148,"on paper, unique Watercolour on paper"
45971,"on paper, unique Watercolour on paper"
17157,"on paper, print Intaglio print on paper"
43578,"on paper, unique Graphite on paper"
46070,"on paper, unique Watercolour on paper"
38628,"on paper, unique Graphite on paper"
62647,"on paper, unique Graphite on paper"
7957,sculpture Plastic laminate and glass reinforced plastic
44510,"on paper, unique Graphite on paper"
42113,"on paper, unique Graphite on paper"
3159,block for printing Copper plate
3157,block for printing Copper plate
20544,"on paper, print Mezzotint on paper"
8054,"on paper, print Screenprint on paper"
45972,"on paper, unique Graphite on paper"
65147,"on paper, unique Graphite on paper"
17156,"on paper, print Intaglio print on paper"
43577,"on paper, unique Graphite on paper"
46071,"on paper, unique Watercolour on paper"
7956,sculpture Acrylic and metal
12259,"on paper, print Lithograph on paper"
38627,"on paper, unique Graphite on paper"
42114,"on paper, unique Graphite on paper"
3158,block for printing Copper plate
62646,"on paper, unique Graphite on paper"
33721,"on paper, unique"
97404,"on paper, unique Ink, graphite and acetate on paper"
32789,"on paper, unique"
5553,painting Oil paint on oak
7950,painting Oil paint on canvas
56756,"on paper, unique Graphite on paper"
17159,"on paper, print Intaglio print on paper"
117794,"relief Gouache, clay and paint on board"
80783,"on paper, print Etching and aquatint on paper"
19556,"on paper, print Photo-etching, aquatint and engraving on paper"
65142,"on paper, unique Graphite on paper"
121288,"on paper, print Photograph, gelatin silver print on paper"
70099,sculpture Bronze
27843,"on paper, unique Graphite on paper"
59252,"on paper, unique Graphite on paper"
49409,"on paper, unique Graphite on paper"
31324,"on paper, unique"
25446,"on paper, print Etching on paper"
23049,"on paper, unique Graphite and chalk on paper"
33720,"on paper, unique"
5554,painting Oil paint on wood
121286,"on paper, print Photograph, gelatin silver print on paper"
22949,"on paper, print Etching on paper"
80784,"on paper, print Etching on paper"
19557,"on paper, print Engraving on paper"
17158,"on paper, print Intaglio print on paper"
32788,"on paper, unique"
56757,"on paper, unique Graphite on paper"
117795,"sculpture Wood, photograph on paper, fibre clay and paint"
65141,"on paper, unique Graphite on paper"
35290,"on paper, unique"
121287,"on paper, print Photograph, gelatin silver print on paper"
27842,"on paper, unique"
59251,"on paper, unique Graphite on paper"
49408,"on paper, unique Graphite on paper"
31325,"on paper, unique"
25447,"on paper, print Etching on paper"
23048,"on paper, unique Graphite and chalk on paper"
56758,"on paper, unique Graphite on paper"
80781,"on paper, print Etching on paper"
89115,"Performance, film, drawings, storyboards and photographs"
8051,"on paper, print Screenprint on paper"
7952,"on paper, print Lithograph on paper"
5555,painting Oil paint on canvas
27841,"on paper, unique Graphite on paper"
19554,"on paper, print Etching, engraving and aquatint on paper"
32787,"on paper, unique"
65144,"on paper, unique Graphite on paper"
35291,"on paper, unique"
5556,painting Oil paint on canvas
49407,"on paper, unique Graphite on paper"
59254,"on paper, unique Graphite on paper"
31322,"on paper, unique"
25444,"on paper, print Etching on paper"
56759,"on paper, unique Graphite on paper"
8050,"on paper, print Screenprint on paper"
27840,"on paper, unique Graphite on paper"
89116,"on paper, unique 2 works on board, paper, acrylic paint, ink and silkscreen"
7951,"on paper, print Lithograph on paper"
95006,"on paper, print Digital print on paper"
65143,"on paper, unique Graphite on paper"
80782,"on paper, print Etching and aquatint on paper"
19555,"on paper, print Etching, aquatint and engraving on paper"
97401,painting Acrylic paint and silkscreen on 2 canvases
32786,"on paper, unique"
41170,"on paper, unique Graphite on paper"
121289,"on paper, print Photograph, gelatin silver print on paper"
720,sculpture Metal on wooden base
49406,"on paper, unique Graphite on paper"
5557,painting Oil paint on wood
35292,"on paper, unique"
59253,"on paper, unique Graphite on paper"
31323,"on paper, unique"
25445,"on paper, print Etching on paper"
25442,"on paper, print Etching on paper"
23045,"on paper, unique Watercolour on paper"
117798,painting Watercolour on board
121283,"installation Film, 16 mm, 2 projections, black and white, and sound (stereo) and smoke machine"
22946,"on paper, unique Watercolour and graphite on paper"
33725,"on paper, unique"
97400,painting Acrylic paint and silkscreen on 2 canvases
20549,painting Oil paint on canvas
31328,"on paper, unique"
41171,"on paper, unique Graphite on paper"
59256,"on paper, unique Graphite on paper"
80780,"on paper, print Etching on paper"
25443,"on paper, print Etching on paper"
5550,painting Oil paint on canvas
23044,"on paper, unique Graphite on paper"
117799,"on paper, unique Watercolour on paper"
33724,"on paper, unique"
22945,"on paper, unique Watercolour, graphite and gum arabic on paper"
41172,"on paper, unique Graphite on paper"
31329,"on paper, unique"
59255,"on paper, unique Graphite on paper"
59258,"on paper, unique Graphite on paper"
25440,"on paper, print Etching on paper"
33723,"on paper, unique"
5551,painting Oil paint on canvas
89119,"sculpture Clay, polystyrene, steel, aluminuim and wood"
121285,"on paper, print Photograph, gelatin silver print on paper"
22948,"on paper, print Etching on paper"
19558,"on paper, print Engraving on paper"
65140,"on paper, unique Graphite on paper"
41173,"on paper, unique Graphite on paper"
31326,"on paper, unique"
43570,"on paper, unique Graphite on paper"
23047,"on paper, unique Graphite and watercolour on paper"
33722,"on paper, unique"
25441,"on paper, print Etching on paper"
5552,"on paper, unique Watercolour on paper"
117797,"sculpture Paint brush, plastic pen lids, twigs, bark, paint and paper"
22947,"on paper, unique Graphite on paper"
41174,"on paper, unique Graphite on paper"
19559,"on paper, print Engraving on paper"
31327,"on paper, unique"
23046,"on paper, unique Watercolour on paper"
59257,"on paper, unique Graphite on paper"
5581,painting Oil paint on canvas
12262,Lithograph on board
48457,"on paper, unique Graphite on paper"
51839,"on paper, unique Graphite on paper"
30384,"on paper, unique"
32781,"on paper, unique"
54335,"on paper, unique Graphite on paper"
27839,"on paper, unique Graphite on paper"
29395,"on paper, unique Graphite on paper"
37670,"on paper, unique Graphite on paper"
79306,"on paper, print Lithograph on paper"
55799,"on paper, unique Graphite on paper"
35273,"on paper, unique Graphite on paper"
5582,painting Oil paint on canvas
48456,"on paper, unique Graphite on paper"
12261,"on paper, print Lithograph on paper"
51838,"on paper, unique Graphite on paper"
30385,"on paper, unique Graphite on paper"
54334,"on paper, unique Graphite on paper"
32780,"on paper, unique"
51837,"on paper, unique Graphite on paper"
79307,"on paper, print Lithograph on paper"
55798,"on paper, unique Graphite on paper"
35274,"on paper, unique"
29396,"on paper, unique Graphite on paper"
27838,"on paper, unique Graphite on paper"
45959,"on paper, unique Graphite on paper"
5583,painting Oil paint on canvas
7980,"on paper, print Screenprint on paper"
12260,"on paper, print Lithograph on paper"
54333,"on paper, unique Graphite on paper"
37672,"on paper, unique"
79308,"on paper, print Lithograph on paper"
30382,"on paper, unique"
55797,"on paper, unique Graphite on paper"
48455,"on paper, unique Graphite on paper"
27837,"on paper, unique"
35275,"on paper, unique Graphite on paper"
29397,"on paper, unique Graphite on paper"
46059,"on paper, unique Watercolour on paper"
5584,painting Oil paint on canvas
58290,"on paper, unique Graphite on paper"
30383,"on paper, unique Graphite on paper"
54332,"on paper, unique Graphite on paper"
37671,"on paper, unique Graphite on paper"
79309,"on paper, print Lithograph on paper"
29398,"on paper, unique Graphite on paper"
35276,"on paper, unique"
48454,"on paper, unique Graphite on paper"
55796,"on paper, unique Graphite on paper"
27836,"on paper, unique Graphite on paper"
58291,"on paper, unique Graphite on paper"
3180,block for printing Copper plate
30388,"on paper, unique Graphite on paper"
32785,"on paper, unique"
54331,"on paper, unique Graphite on paper"
31320,"on paper, unique"
51834,"on paper, unique Graphite on paper"
757,painting Oil paint on wood
25438,"on paper, print Etching on paper"
79302,Screenprint on acrylic
55795,"on paper, unique Graphite on paper"
27835,"on paper, unique Graphite on paper"
29399,"on paper, unique Graphite on paper"
53398,"on paper, unique Graphite on paper"
58292,"on paper, unique Graphite on paper"
97419,"on paper, unique Ink and dye on paper"
32784,"on paper, unique"
54330,"on paper, unique Graphite on paper"
30389,"on paper, unique Graphite on paper"
121279,"on paper, print Photograph, gelatin silver print on paper"
53399,"on paper, unique Graphite on paper"
25439,"on paper, print Etching on paper"
31321,"on paper, unique"
35270,"on paper, unique Graphite on paper"
27834,"on paper, unique"
758,painting Oil paint on canvas
51833,"on paper, unique Graphite on paper"
79303,"on paper, print Etching on paper"
55794,"on paper, unique Graphite on paper"
48459,"on paper, unique Graphite on paper"
97418,"on paper, unique Ink, gold leaf and graphite on paper"
32783,"on paper, unique"
56730,"on paper, unique Graphite on paper"
30386,"on paper, unique Graphite on paper"
58293,"on paper, unique Graphite on paper"
51836,"on paper, unique Graphite on paper"
759,painting Oil paint on canvas
27833,"on paper, unique Graphite on paper"
35271,"on paper, unique"
53396,"on paper, unique Graphite on paper"
25436,"on paper, print Etching on paper"
55793,"on paper, unique Graphite on paper"
48458,"on paper, unique Graphite on paper"
55792,"on paper, unique Graphite on paper"
97417,"on paper, unique Ink, gold leaf, graphite and gouache on paper"
56731,"on paper, unique Graphite on paper"
32782,"on paper, unique"
30387,"on paper, unique Graphite on paper"
58294,"on paper, unique Graphite on paper"
5580,painting Oil paint on canvas
35272,"on paper, unique Graphite on paper"
27832,"on paper, unique Graphite on paper"
25437,"on paper, print Etching on paper"
79305,"on paper, print Lithograph on paper"
51835,"on paper, unique Graphite on paper"
53397,"on paper, unique Graphite on paper"
55791,"on paper, unique Graphite on paper"
38610,"on paper, unique Graphite on paper"
53394,"on paper, unique Graphite on paper"
3184,block for printing Copper plate
41159,"on paper, unique Graphite on paper"
43556,"on paper, unique Graphite on paper"
37678,"on paper, unique"
50898,"on paper, unique Graphite on paper"
45953,"on paper, unique Graphite on paper"
1621,painting Oil paint on canvas
46052,"on paper, unique Watercolour on paper"
36213,"on paper, unique Graphite on paper"
10706,relief Oil paint on board
51830,"on paper, unique Graphite on paper"
55790,"on paper, unique Graphite on paper"
14660,"on paper, print Etching and engraving on paper"
3183,block for printing Copper plate
65109,"on paper, unique"
45954,"on paper, unique Graphite on paper"
43555,"on paper, unique Graphite on paper"
37677,"on paper, unique Graphite on paper"
50897,"on paper, unique Graphite on paper"
1622,sculpture Bronze
90128,"on paper, unique 6 drawings, ink on paper"
46053,"on paper, unique Watercolour on paper"
53395,"on paper, unique Graphite on paper"
12269,"on paper, unique Pen and ink and watercolour on paper"
36214,"on paper, unique Graphite on paper"
10707,relief Oil paint on board
43558,"on paper, unique Graphite on paper"
53392,"on paper, unique Graphite on paper"
14661,"on paper, print Etching, mezzotint and drypoint on paper"
3182,block for printing Copper plate
45951,"on paper, unique Graphite on paper"
84246,"on paper, print Digital print on paper"
46050,"on paper, unique Watercolour on paper"
10704,relief Oil paint on board
51832,"on paper, unique Graphite on paper"
12268,"on paper, print Intaglio print on paper"
36215,"on paper, unique Graphite on paper"
38612,"on paper, unique Graphite on paper"
53393,"on paper, unique Graphite on paper"
14662,"on paper, print Etching and engraving on paper"
20540,"on paper, print Line engraving on paper"
50899,"on paper, unique Graphite on paper"
3181,block for printing Copper plate
45952,"on paper, unique Graphite on paper"
43557,"on paper, unique Graphite on paper"
37679,"on paper, unique Graphite on paper"
1620,painting Oil paint on canvas
46051,"on paper, unique Watercolour on paper"
90126,painting Oil paint on canvas
10705,relief Oil paint on board
38611,"on paper, unique"
79301,painting Oil paint on canvas
51831,"on paper, unique Graphite on paper"
36216,"on paper, unique Graphite on paper"
12267,"on paper, print Intaglio print on paper"
3188,block for printing Copper plate
50894,"on paper, unique Graphite on paper"
45957,"on paper, unique Graphite on paper"
53390,"on paper, unique Graphite on paper"
14663,"on paper, print Etching and mezzotint on paper"
37674,"on paper, unique"
4120,sculpture Bronze
30380,"on paper, unique Graphite on paper"
1625,painting Oil paint on canvas
10702,painting Oil paint and graphite on canvas
61673,"on paper, unique Graphite on paper"
8919,sculpture Plaster
35277,"on paper, unique"
12266,painting Oil paint on canvas
9017,"on paper, print Lithograph on paper"
46056,"on paper, unique Watercolour on paper"
48453,"on paper, unique Graphite on paper"
53391,"on paper, unique Graphite on paper"
45958,"on paper, unique Graphite on paper"
12265,"relief Oil paint, wood, cardboard and zinc on wood"
36210,"on paper, unique Graphite on paper"
43559,"on paper, unique Graphite on paper"
35278,"on paper, unique Graphite on paper"
3187,block for printing Copper plate
50893,"on paper, unique Graphite on paper"
65105,"on paper, unique Graphite on paper"
37673,"on paper, unique Graphite on paper"
8918,sculpture Plaster
30381,"on paper, unique Graphite on paper"
13200,painting Oil paint on canvas
14664,"on paper, print Etching and engraving on paper"
1626,painting Oil paint on canvas
9016,"on paper, print Lithograph on paper"
10703,relief Oil paint on mahogany
66569,painting Oil paint on board
48452,"on paper, unique Graphite on paper"
61672,"on paper, unique Graphite on paper"
46057,"on paper, unique Watercolour on paper"
12264,painting Oil paint on canvas
93981,"on paper, unique Photographs, black and white, on paper, pen and graphite on paper"
36211,"on paper, unique Graphite on paper"
35279,"on paper, unique Graphite on paper"
17161,"on paper, print Intaglio print on paper"
3186,block for printing Copper plate
65108,"on paper, unique Graphite on paper"
13201,painting Oil paint on canvas
37676,"on paper, unique"
45955,"on paper, unique Graphite on paper"
50896,"on paper, unique Graphite on paper"
1623,sculpture Bronze
10700,"on paper, unique Graphite and watercolour on paper"
48451,"on paper, unique Graphite on paper"
14665,"on paper, print Etching and mezzotint on paper"
9019,"on paper, print Lithograph on paper"
46054,"on paper, unique Watercolour on paper"
61671,"on paper, unique Graphite on paper"
45956,"on paper, unique Graphite on paper"
36212,"on paper, unique Graphite on paper"
12263,Lithograph on board
3185,block for printing Copper plate
65107,"on paper, unique Graphite on paper"
17160,"on paper, print Intaglio print on paper"
13202,painting Oil paint on canvas
50895,"on paper, unique Graphite on paper"
37675,"on paper, unique Graphite on paper"
1624,sculpture Bronze
10701,relief Oil paint and graphite on wood on board
48450,"on paper, unique Graphite on paper"
61670,"on paper, unique Graphite on paper"
14666,"on paper, print Etching and engraving on paper"
46055,"on paper, unique Watercolour on paper"
9018,"on paper, print Lithograph on paper"
20533,"on paper, print Line engraving on paper"
56728,"on paper, unique Graphite on paper"
60213,"on paper, unique Graphite on paper"
22930,"on paper, unique Watercolour and graphite on paper"
19560,"on paper, print Engraving on paper"
17163,"on paper, print Intaglio print on paper"
50890,"on paper, unique Graphite on paper"
65114,"on paper, unique"
33717,"on paper, unique"
13203,painting Oil paint on canvas
15600,"on paper, print Screenprint on paper"
41163,"on paper, unique Graphite on paper"
24494,"on paper, unique Graphite on paper"
61677,"on paper, unique Graphite on paper"
8927,sculpture Plaster
4124,sculpture Serpentine
43560,"on paper, unique Graphite on paper"
38618,"on paper, unique Graphite on paper"
14667,"on paper, print Etching, aquatint and mezzotint on paper"
9025,"on paper, print Lithograph on paper"
1629,"on paper, print Intaglio print on paper"
59224,"on paper, unique Graphite on paper"
22097,"on paper, print Blind embossed print on paper"
60212,"on paper, unique"
20534,"on paper, print Line engraving on paper"
56729,"on paper, unique Graphite on paper"
19561,"on paper, print Engraving on paper"
17162,"on paper, print Intaglio print on paper"
13204,painting Oil paint on canvas
65113,"on paper, unique"
41164,"on paper, unique Graphite on paper"
33716,"on paper, unique"
8926,sculpture Terracotta
24495,"on paper, unique Graphite on paper"
61676,"on paper, unique Graphite on paper"
4123,"on paper, unique Charcoal on paper"
38617,"on paper, unique Graphite on paper"
9024,"on paper, print Lithograph on paper"
14668,"on paper, print Etching on paper"
22096,"on paper, print Blind embossed print on paper"
59223,"on paper, unique Graphite on paper"
23031,"on paper, unique Graphite on paper"
22932,"on paper, unique Watercolour on paper"
59226,"on paper, unique Graphite on paper"
50892,"on paper, unique Graphite on paper"
17165,"on paper, print Intaglio print on paper"
15602,"on paper, print Screenprint on paper"
43562,"on paper, unique"
65116,"on paper, unique"
41165,"on paper, unique"
13205,painting Oil paint on canvas
20535,"on paper, print Line engraving on paper"
60211,"on paper, unique"
33715,"on paper, unique"
31318,"on paper, unique"
61675,"on paper, unique Graphite on paper"
8929,sculpture Terracotta
4122,sculpture Bronze
24492,"on paper, unique Graphite on paper"
9027,painting Oil paint on canvas
1627,painting Oil paint on canvas
14669,"on paper, print Etching and mezzotint on paper"
22099,"on paper, print Blind embossed print on paper"
59225,"on paper, unique Graphite on paper"
50891,"on paper, unique Graphite on paper"
22931,"on paper, unique Graphite and watercolour on paper"
3189,block for printing Copper plate
23030,"on paper, unique Graphite and watercolour on paper"
17164,"on paper, print Intaglio print on paper"
15601,"on paper, print Screenprint on paper"
43561,"on paper, unique Graphite on paper"
65115,"on paper, unique"
60210,"on paper, unique"
41166,"on paper, unique"
33714,"on paper, unique"
20536,"on paper, print Line engraving on paper"
13206,painting Oil paint on canvas
4121,sculpture Bronze
38619,"on paper, unique Graphite on paper"
31319,"on paper, unique"
24493,"on paper, unique Graphite on paper"
9026,painting Oil paint on canvas
1628,"on paper, print Intaglio print on paper"
66579,"on paper, unique Watercolour and charcoal on paper"
22098,"on paper, print Blind embossed print on paper"
61674,"on paper, unique Graphite on paper"
59228,"on paper, unique Graphite on paper"
60217,"on paper, unique"
19564,"on paper, print Engraving on paper"
6526,"on paper, print Etching and aquatint on paper"
8089,"on paper, print Screenprint on paper"
45961,"on paper, unique"
41167,"on paper, unique"
17167,"on paper, print Intaglio print on paper"
43564,"on paper, unique Graphite on paper"
4129,"on paper, unique Ink on paper on canvas"
65110,"on paper, unique"
13207,painting Oil paint on canvas
15604,"on paper, print Screenprint on paper"
64177,"on paper, unique Graphite on paper"
24490,"on paper, unique Graphite and chalk on paper"
8923,sculpture Plaster
9021,"on paper, print Lithograph on paper"
46060,"on paper, unique Watercolour on paper"
36217,"on paper, unique Graphite on paper"
22093,"on paper, print Etching on paper"
38614,"on paper, unique Graphite on paper"
62613,"on paper, unique Graphite on paper"
59227,"on paper, unique Graphite on paper"
60216,"on paper, unique"
8088,"on paper, print Screenprint on paper"
45962,"on paper, unique Watercolour on paper"
19565,"on paper, print Engraving on paper"
6527,"on paper, print Etching and aquatint on paper"
4128,painting Oil paint on wood
17166,"on paper, print Intaglio print on paper"
43563,"on paper, unique Graphite on paper"
41168,"on paper, unique Graphite on paper"
8921,sculpture Plaster
15603,"on paper, print Screenprint on paper"
13208,"sculpture Wood, fibreglass and glass"
64178,"on paper, unique Graphite on paper"
8922,sculpture Plaster
24491,"on paper, unique Graphite on paper"
9020,"on paper, print Lithograph on paper"
46061,"on paper, unique Watercolour on paper"
36218,"on paper, unique Graphite on paper"
42100,"on paper, unique Graphite on paper"
22092,"on paper, print Etching on paper"
38613,"on paper, unique Graphite on paper"
66573,"on paper, unique Ink and watercolour on paper"
62612,"on paper, unique Graphite on paper"
10709,painting Gouache on paper on board
13209,sculpture Wood and glass
60215,"on paper, unique"
41169,"on paper, unique Graphite on paper"
4127,sculpture Bronze
19562,"on paper, print Engraving on paper"
33719,"on paper, unique"
43566,"on paper, unique Graphite on paper"
15606,"on paper, print Screenprint on paper"
17169,"on paper, print Intaglio print on paper"
6528,"on paper, print Etching and aquatint on paper"
65112,"on paper, unique"
9023,"on paper, print Lithograph on paper"
61679,"on paper, unique Graphite on paper"
64179,"on paper, unique Graphite on paper"
8925,sculpture Painted plaster
22095,"on paper, print Blind embossed print on paper"
36219,"on paper, unique Graphite on paper"
42101,"on paper, unique Graphite on paper"
38616,"on paper, unique Graphite on paper"
62611,"on paper, unique Graphite on paper"
66576,"on paper, print Ink on paper"
90135,painting Oil paint and acrylic paint on canvas
10708,painting Gouache on paper on board
60214,"on paper, unique Graphite on paper"
20532,installation Wall painting
59229,"on paper, unique Graphite on paper"
4126,"on paper, unique Graphite and watercolour on paper"
33718,"on paper, unique"
19563,"on paper, print Engraving on paper"
45960,"on paper, unique Graphite on paper"
43565,"on paper, unique Graphite on paper"
17168,"on paper, print Intaglio print on paper"
15605,"on paper, print Screenprint on paper"
65111,"on paper, unique Watercolour on paper"
6529,"on paper, print Intaglio print on paper"
61678,"on paper, unique Graphite on paper"
9022,"on paper, print Lithograph on paper"
8924,sculpture Plaster
4125,sculpture Greek marble
22094,"on paper, print Blind embossed print on paper"
38615,"on paper, unique Graphite on paper"
62610,"on paper, unique Graphite on paper"
42102,"on paper, unique Graphite on paper"
66570,"on paper, unique Ink, graphite and watercolour on paper"
97416,"on paper, unique Ink and dye on paper"
15608,"on paper, print Screenprint on paper"
62618,"on paper, unique Graphite on paper"
8085,"on paper, print Screenprint on paper"
7986,"on paper, print Screenprint on paper"
121275,"on paper, print Photograph, gelatin silver print on paper"
56720,"on paper, unique Graphite on paper"
22938,"on paper, unique Graphite, watercolour and ink on paper"
19568,"on paper, print Engraving on paper"
64173,"on paper, unique"
32777,"on paper, unique Pen and ink on paper"
58283,"on paper, unique Graphite on paper"
121276,"on paper, print Photograph, gelatin silver print on paper"
753,painting Oil paint on canvas
6521,"on paper, print Etching and aquatint on paper"
27831,"on paper, unique Graphite on paper"
7987,"on paper, print Screenprint on paper"
62617,"on paper, unique Graphite on paper"
23037,"on paper, unique Watercolour on paper"
31312,"on paper, unique"
25434,"on paper, print Etching on paper"
97415,"on paper, unique Ink, graphite and dye on paper"
15607,"on paper, print Screenprint on paper"
8084,"on paper, print Screenprint on paper"
7985,"on paper, print Screenprint on paper"
27830,"on paper, unique"
121274,"on paper, print Photograph, gelatin silver print on paper"
22937,"on paper, unique Graphite and watercolour on paper"
58284,"on paper, unique Graphite on paper"
56721,"on paper, unique Graphite on paper"
32776,"on paper, unique"
19569,"on paper, print Engraving on paper"
64174,"on paper, unique"
6522,"on paper, print Etching and aquatint on paper"
754,painting Oil paint on canvas
62616,"on paper, unique Graphite on paper"
31313,"on paper, unique"
25435,"on paper, print Etching on paper"
23036,"on paper, unique Ink and watercolour on paper"
97414,"on paper, unique Ink, graphite and dye on paper"
25432,"on paper, print Etching on paper"
66572,"on paper, unique Ink and graphite on paper"
54329,"on paper, unique Graphite on paper"
60219,"on paper, unique Graphite on paper"
8087,"on paper, unique Printed paper and typescript on card on screenprint on paper"
6524,"on paper, print Etching and aquatint on paper"
8920,sculpture Plaster
56722,"on paper, unique Graphite on paper"
58285,"on paper, unique Graphite on paper"
19566,"on paper, print Engraving on paper"
30378,"on paper, unique Graphite on paper"
32775,"on paper, unique"
64175,"on paper, unique"
121278,"on paper, print Photograph, gelatin silver print on paper"
755,"on paper, unique Graphite and chalk on paper"
6523,"on paper, print Etching and aquatint on paper"
7989,"on paper, print Screenprint on paper"
23039,"on paper, unique Watercolour on paper"
62615,"on paper, unique Graphite on paper"
31310,"on paper, unique"
15609,"on paper, print Screenprint on paper"
60218,"on paper, unique Graphite on paper"
8086,"on paper, print Screenprint on paper"
54328,"on paper, unique Graphite on paper"
22939,"on paper, unique Graphite, watercolour and ink on paper"
58286,"on paper, unique Graphite on paper"
6525,"on paper, print Etching and aquatint on paper"
56723,"on paper, unique Graphite on paper"
32774,"on paper, unique"
30379,"on paper, unique Graphite on paper"
19567,"on paper, print Engraving on paper"
97413,"on paper, unique Ink and dye on paper"
64176,"on paper, unique Graphite on paper"
29390,"on paper, unique Graphite on paper"
35280,"on paper, unique Graphite on paper"
756,"on paper, print Woodcut on paper"
121277,"on paper, print Photograph, gelatin silver print on paper"
62614,"on paper, unique Graphite on paper"
7988,"on paper, print Screenprint on paper"
31311,"on paper, unique"
25433,"on paper, print Etching on paper"
23038,"on paper, unique Graphite on paper"
8081,"on paper, print Screenprint on paper"
7982,"on paper, print Screenprint on paper"
23033,"on paper, unique Watercolour on paper"
25430,"on paper, print Etching on paper"
5585,painting Oil paint on canvas
54327,"on paper, unique Graphite on paper"
58287,"on paper, unique Graphite on paper"
33713,"on paper, unique"
24498,"on paper, unique Ink on paper"
121271,"on paper, print Photograph, gelatin silver print on paper"
20537,"on paper, print Line engraving on paper"
97412,"on paper, unique Ink, graphite, gouache, paper and dye on paper"
22934,"on paper, unique Graphite and watercolour on paper"
56724,"on paper, unique Graphite on paper"
31316,"on paper, unique"
29391,"on paper, unique Graphite on paper"
59220,"on paper, unique Graphite on paper"
7981,"on paper, print Screenprint on paper"
56725,"on paper, unique Graphite on paper"
25431,"on paper, unique Pastel on paper"
23032,"on paper, unique Watercolour on paper"
33712,"on paper, unique"
5586,painting Oil paint on wood
58288,"on paper, unique Graphite on paper"
64170,"on paper, unique Marbled cover on paper"
54326,"on paper, unique Graphite on paper"
121270,"on paper, print Photograph, gelatin silver print on paper"
24499,"on paper, unique Graphite on paper"
97411,"on paper, unique Ink and dye on paper"
22933,"on paper, unique Graphite and watercolour on paper"
20538,"on paper, print Line engraving on paper"
31317,"on paper, unique"
29392,"on paper, unique Graphite on paper"
750,"on paper, print Woodcut on paper"
41160,"on paper, unique Graphite on paper"
8080,"on paper, print Screenprint on paper"
56726,"on paper, unique Graphite on paper"
33711,"on paper, unique"
8083,"on paper, print Screenprint on paper"
32779,"on paper, unique"
5587,"on paper, print Intaglio print on paper"
7984,"on paper, print Screenprint on paper"
20539,"on paper, print Line engraving on paper"
54325,"on paper, unique Graphite on paper"
58289,"on paper, unique Graphite on paper"
121273,"on paper, print Photograph, gelatin silver print on paper"
97410,"on paper, unique Ink, graphite and dye on paper"
22936,"on paper, unique Watercolour, graphite and ink on paper"
64171,"on paper, unique Marbled cover on paper"
751,"on paper, print Linocut on paper"
41161,"on paper, unique Graphite on paper"
24496,"on paper, unique Graphite on paper"
29393,"on paper, unique Graphite on paper"
55789,"on paper, unique Graphite on paper"
23035,"on paper, unique Watercolour on paper"
59222,"on paper, unique Graphite on paper"
31314,"on paper, unique"
33710,"on paper, unique"
8082,"on paper, print Screenprint on paper"
56727,"on paper, unique Graphite on paper"
32778,"on paper, unique"
23034,"on paper, unique Watercolour, ink and graphite on paper"
62619,"on paper, unique Graphite on paper"
7983,"on paper, print Screenprint on paper"
5588,"on paper, print Lithograph on paper"
121272,"on paper, print Photograph, gelatin silver print on paper"
54324,"on paper, unique Graphite on paper"
22935,"on paper, unique Graphite, chalk and watercolour on paper"
64172,"on paper, unique Marbled cover on paper"
29394,"on paper, unique Graphite on paper"
752,"on paper, print Linocut on paper"
41162,"on paper, unique Graphite on paper"
31315,"on paper, unique"
24497,"on paper, unique Graphite and ink on paper"
6520,"on paper, print Etching and aquatint on paper"
55788,"on paper, unique Graphite on paper"
5589,"on paper, print Lithograph on paper"
